Round,Train Loss,Dice WT
-1,0.964873971220325,0.2204
-1,0.9499573252656882,0.2982
-1,0.901323405171142,0.5042
-1,0.7412168034735849,0.9417
-1,0.4539087327379806,0.9597
-1,0.26293289950665305,0.9543
-1,0.20839794357033342,0.9623
-1,0.1861531588668917,0.9687
-1,0.1644214829977821,0.9793
-1,0.159730452328336,0.9436
-1,0.15657210642216252,0.9855
-1,0.153838521037616,0.979
-1,0.15657903514072005,0.984
-1,0.15257923436515472,0.9571
-1,0.15025072486377228,0.943
-1,0.14791239494202185,0.9709
-1,0.14945475573048872,0.9786
-1,0.14471638661389258,0.9618
-1,0.1451891110516062,0.9787
-1,0.14638472830548005,0.962
-1,0.156885901064265,0.9669
-1,0.140770367927411,0.9426
-1,0.14097441177742154,0.9862
-1,0.1422181747415487,1.0
-1,0.14389521032571792,0.9808
