Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,3,154016352,101668015,1.5148948467224426
-1,KH,0,3,154016352,101904763,1.5113754005786757
-1,KH,0,3,154016352,101903885,1.5113884225316827
-1,KH,0,3,154016352,101832752,1.5124441692393817
-1,KH,0,3,154016352,101879597,1.5117487361085655
-1,KH,0,3,154016352,102020599,1.5096593581066897
-1,KH,0,3,154016352,102050597,1.5092155903801328
-1,KH,0,3,154016352,102115540,1.5082557659686273
-1,KH,0,3,154016352,102146848,1.5077934857079487
-1,KH,0,3,154016352,102170372,1.5074463270036835
-1,KH,0,3,154016352,102176078,1.5073621440040006
-1,KH,0,3,154016352,102167312,1.5074914763344267
-1,KH,0,3,154016352,102162237,1.5075663623144822
-1,KH,0,3,154016352,102172308,1.5074177633336814
-1,KH,0,3,154016352,102152094,1.5077160532803175
-1,KH,0,3,154016352,102157830,1.5076313974171143
-1,KH,0,3,154016352,102155946,1.5076592017463184
-1,KH,0,3,154016352,102160432,1.507592998432113
-1,KH,0,3,154016352,102157477,1.507636606961231
-1,KH,0,3,154016352,102161600,1.507575762321655
-1,KH,0,3,154016352,102162953,1.507555796669268
-1,KH,0,3,154016352,102153562,1.507694386613753
-1,KH,0,3,154016352,102160772,1.507587981030527
-1,KH,0,3,154016352,102156788,1.5076467752686193
-1,KH,0,3,154016352,102161433,1.5075782267071371
