batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,526687,157749,157708,526728,0.5988
2,0,568396,162397,162397,568396,0.5714
3,0,223174,169918,130092,263000,0.9893
4,0,793253,200621,200621,793253,0.5058
5,0,0,12470,0,12470,0.0
6,0,141204,42636,42636,141204,0.6039
7,0,193254,46230,46230,193254,0.4784
8,0,193971,51782,51782,193971,0.5339
9,0,134188,59342,59139,134391,0.8801
10,0,273009,77740,77705,273044,0.5692
11,0,318745,78549,78549,318745,0.4929
12,0,313328,78584,78523,313389,0.5011
13,0,218322,79080,78960,218442,0.7229
14,0,230037,83463,83442,230058,0.7254
15,0,218110,84845,84423,218532,0.7726
16,0,369706,85112,85112,369706,0.4604
17,0,157725,95788,74991,178522,0.8401
18,0,188012,98011,95183,190840,0.9975
19,0,524201,98512,98512,524201,0.3759
20,0,207621,98996,95753,210864,0.9082
21,0,261616,105016,105016,261616,0.8028
22,0,438425,107675,107675,438425,0.4912
23,0,221755,107935,106019,223671,0.948
24,0,383554,111614,111614,383554,0.582
25,0,300173,111967,111964,300176,0.746
26,0,539962,120374,120374,539962,0.4459
27,0,289916,138460,137634,290742,0.9468
28,0,262736,147383,133990,276129,0.9705
29,0,415862,147861,146677,417046,0.7034
30,0,225147,150203,118483,256867,0.9225
31,0,551363,157326,157326,551363,0.5707
32,0,495733,158379,158379,495733,0.639
33,0,553169,173764,173764,553169,0.6282
34,0,831649,224832,224757,831724,0.5405
35,0,32177,20466,19968,32675,1.0
36,0,265728,34197,34197,265728,0.2574
37,0,365780,44986,44986,365780,0.246
38,0,139349,46623,46623,139349,0.6692
39,0,210363,51390,51375,210378,0.4884
40,0,444780,58948,58948,444780,0.2651
41,0,412207,71632,71632,412207,0.3476
42,0,400829,72110,72110,400829,0.3598
43,0,225387,74298,74298,225387,0.6593
44,0,295551,79454,79454,295551,0.5377
45,0,304912,83563,83143,305332,0.5446
46,0,333162,87678,87316,333524,0.5236
47,0,262468,89503,89501,262470,0.682
48,0,364398,91161,91161,364398,0.5003
49,0,359552,98447,98447,359552,0.5476
50,0,369096,104055,104053,369098,0.5638
51,0,578668,113630,113630,578668,0.3927
52,0,146582,118171,113447,151306,1.0
53,0,144454,125934,97143,173245,1.0
54,0,581931,130763,130763,581931,0.4494
55,0,372895,140799,140782,372912,0.755
56,0,600680,146440,146440,600680,0.4876
57,0,563313,153071,153071,563313,0.5435
58,0,364586,157089,156915,364760,0.8604
59,0,268400,157414,144274,281540,1.0
60,0,233932,161243,148761,246414,1.0
61,0,666198,168343,168343,666198,0.5054
62,0,584547,173462,173462,584547,0.5935
63,0,601969,186129,186129,601969,0.6184
64,0,636995,192199,192199,636995,0.6035
65,0,474884,216245,216228,474901,0.9106
66,0,730367,220576,220567,730376,0.604
67,0,639577,237250,237250,639577,0.7419
