batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,456948,157749,154025,460672,0.6687
2,0,418786,162397,153489,427694,0.7178
3,0,413774,169918,142098,441594,0.6436
4,0,464505,200621,193354,471772,0.8197
5,0,385800,12470,10651,387619,0.055
6,0,456000,42636,37113,461523,0.1608
7,0,275751,46230,44223,277758,0.3184
8,0,508127,51782,50941,508968,0.2002
9,0,359775,59342,52774,366343,0.2881
10,0,543086,77740,74265,546561,0.2718
11,0,591729,78549,76662,593616,0.2583
12,0,529745,78584,75507,532822,0.2834
13,0,463295,79080,66897,475478,0.2814
14,0,477915,83463,75016,486362,0.3085
15,0,470436,84845,79335,475946,0.3334
16,0,548810,85112,83281,550641,0.3025
17,0,409061,95788,82996,421853,0.3935
18,0,599248,98011,88366,608893,0.2903
19,0,290213,98512,94918,293807,0.6461
20,0,493432,98996,85928,506500,0.3393
21,0,483916,105016,102610,486322,0.422
22,0,561417,107675,103430,565662,0.3657
23,0,429361,107935,94980,442316,0.4295
24,0,453409,111614,108959,456064,0.4778
25,0,566236,111967,109371,568832,0.3845
26,0,387034,120374,113320,394088,0.5751
27,0,385670,138460,125168,398962,0.6275
28,0,538074,147383,129316,556141,0.465
29,0,501580,147861,130494,518947,0.5029
30,0,491046,150203,126487,514762,0.4914
31,0,525219,157326,147459,535086,0.5512
32,0,475492,158379,143426,490445,0.5849
33,0,374745,173764,166199,382310,0.8694
34,0,649245,224832,215832,658245,0.6558
35,0,450511,20466,19117,451860,0.0846
36,0,389270,34197,33748,389719,0.1732
37,0,463614,44986,44301,464299,0.1908
38,0,341962,46623,44581,344004,0.2592
39,0,386214,51390,48629,388975,0.25
40,0,428765,58948,58743,428970,0.2739
41,0,395991,71632,70699,396924,0.3562
42,0,444359,72110,71726,444743,0.3226
43,0,457961,74298,70497,461762,0.3053
44,0,402196,79454,76269,405381,0.3763
45,0,415276,83563,70971,427868,0.3317
46,0,436240,87678,83052,440866,0.3768
47,0,428871,89503,86294,432080,0.3994
48,0,419952,91161,90241,420872,0.4288
49,0,490433,98447,94370,494510,0.3817
50,0,524430,104055,94155,534330,0.3524
51,0,429941,113630,112324,431247,0.5209
52,0,442508,118171,98902,461777,0.4284
53,0,535248,125934,104143,557039,0.3739
54,0,482574,130763,124035,489302,0.507
55,0,405889,140799,129960,416728,0.6237
56,0,405866,146440,134211,418095,0.642
57,0,513272,153071,148599,517744,0.574
58,0,579331,157089,148646,587774,0.5058
59,0,483384,157414,131750,509048,0.5176
60,0,580632,161243,133796,608079,0.4401
61,0,518991,168343,163554,523780,0.6245
62,0,494731,173462,161368,506825,0.6368
63,0,542671,186129,180960,547840,0.6606
64,0,451963,192199,187913,456249,0.8237
65,0,475008,216245,186842,504411,0.7408
66,0,475466,220576,214874,481168,0.8931
67,0,498210,237250,219164,516296,0.849
