batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,162351,157749,116912,203188,1.0
2,0,176789,162397,118653,220533,1.0
3,0,116303,169918,86778,199443,0.8702
4,0,203703,200621,157290,247034,1.0
5,0,48592,12470,5250,55812,0.1881
6,0,98627,42636,26806,114457,0.4684
7,0,67581,46230,36229,77582,0.934
8,0,173931,51782,42848,182865,0.4686
9,0,114680,59342,34884,139138,0.5014
10,0,153933,77740,54933,176740,0.6216
11,0,211922,78549,64651,225820,0.5726
12,0,137441,78584,60494,155531,0.7779
13,0,123973,79080,44953,158100,0.5687
14,0,136640,83463,48013,172090,0.558
15,0,135372,84845,55982,164235,0.6817
16,0,157428,85112,70887,171653,0.8259
17,0,102815,95788,53944,144659,0.7458
18,0,154971,98011,54415,198567,0.5481
19,0,141373,98512,75831,164054,0.9245
20,0,133430,98996,56409,176017,0.6409
21,0,153825,105016,75046,183795,0.8166
22,0,175716,107675,82265,201126,0.818
23,0,114798,107935,60800,161933,0.7509
24,0,135736,111614,82453,164897,1.0
25,0,180966,111967,80587,212346,0.759
26,0,143506,120374,89830,174050,1.0
27,0,112838,138460,76907,174391,0.882
28,0,154474,147383,79511,222346,0.7152
29,0,158038,147861,79917,225982,0.7073
30,0,137726,150203,81405,206524,0.7883
31,0,176559,157326,112234,221651,1.0
32,0,153250,158379,99175,212454,0.9336
33,0,173072,173764,114169,232667,0.9814
34,0,240899,224832,165516,300215,1.0
35,0,60978,20466,13917,67527,0.4122
36,0,104120,34197,30334,107983,0.5618
37,0,126361,44986,39307,132040,0.5954
38,0,73500,46623,34783,85340,0.8152
39,0,81211,51390,38648,93953,0.8227
40,0,129452,58948,54207,134193,0.8079
41,0,109135,71632,59553,121214,0.9826
42,0,120002,72110,63011,129101,0.9762
43,0,128903,74298,53009,150192,0.7059
44,0,136337,79454,63107,152684,0.8266
45,0,125802,83563,52960,156405,0.6772
46,0,126480,87678,65303,148855,0.8774
47,0,108617,89503,63970,134150,0.9537
48,0,122371,91161,75768,137764,1.0
49,0,149694,98447,74520,173621,0.8584
50,0,154774,104055,55782,203047,0.5494
51,0,166819,113630,100692,179757,1.0
52,0,99101,118171,58387,158885,0.735
53,0,117909,125934,54842,189001,0.5803
54,0,166099,130763,95578,201284,0.9497
55,0,121214,140799,87483,174530,1.0
56,0,147443,146440,99794,194089,1.0
57,0,179168,153071,114682,217557,1.0
58,0,160887,157089,102297,215679,0.9486
59,0,137887,157414,74132,221169,0.6704
60,0,145465,161243,74474,232234,0.6414
61,0,186831,168343,129179,225995,1.0
62,0,164376,173462,115808,222030,1.0
63,0,183863,186129,136676,233316,1.0
64,0,180556,192199,149345,223410,1.0
65,0,157361,216245,121036,252570,0.9584
66,0,222429,220576,173592,269413,1.0
67,0,188989,237250,143504,282735,1.0
