Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,32,154016352,117938741,1.3059012729328694
-1,KH,0,32,154016352,117369330,1.3122367828120003
-1,KH,0,32,154016352,117335386,1.312616400307406
-1,KH,0,32,154016352,117260392,1.313455885428048
-1,KH,0,32,154016352,117286665,1.3131616624959026
-1,KH,0,32,154016352,117474404,1.31106306357596
-1,KH,0,32,154016352,117560204,1.3101061988630098
-1,KH,0,32,154016352,117436706,1.3114839239445288
-1,KH,0,32,154016352,117479758,1.311003313438899
-1,KH,0,32,154016352,117364701,1.3122885389534626
-1,KH,0,32,154016352,117452579,1.3113066848876942
-1,KH,0,32,154016352,117420969,1.3116596917199688
-1,KH,0,32,154016352,117341708,1.3125456806884046
-1,KH,0,32,154016352,117501145,1.310764690846204
-1,KH,0,32,154016352,117485037,1.3109444056267352
-1,KH,0,32,154016352,117540193,1.3103292420151122
-1,KH,0,32,154016352,117522432,1.3105272702321205
-1,KH,0,32,154016352,117527830,1.310467078308176
-1,KH,0,32,154016352,117603017,1.309629258916036
-1,KH,0,32,154016352,117564216,1.3100614901391423
-1,KH,0,32,154016352,117628802,1.3093421796474642
-1,KH,0,32,154016352,117579931,1.3098863954938025
-1,KH,0,32,154016352,117593081,1.3097399157353484
-1,KH,0,32,154016352,117673276,1.3088473206099913
-1,KH,0,32,154016352,117506257,1.3107076672521363
