batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,163748,157749,145474,176023,1.0
2,0,175670,162397,157539,180528,1.0
3,0,144683,169918,126988,187613,1.0
4,0,216774,200621,194349,223046,1.0
5,0,7438,12470,7254,12654,1.0
6,0,40271,42636,37945,44962,1.0
7,0,47492,46230,44296,49426,1.0
8,0,57488,51782,50947,58323,1.0
9,0,77821,59342,58449,78714,1.0
10,0,194707,77740,76685,195762,0.7835
11,0,84754,78549,76794,86509,1.0
12,0,76162,78584,73411,81335,1.0
13,0,76817,79080,69291,86606,1.0
14,0,94234,83463,82534,95163,1.0
15,0,90221,84845,82547,92519,1.0
16,0,90791,85112,83572,92331,1.0
17,0,91508,95788,77668,109628,1.0
18,0,100403,98011,91986,106428,1.0
19,0,259662,98512,98449,259725,0.7581
20,0,102778,98996,95057,106717,1.0
21,0,116478,105016,104349,117145,1.0
22,0,118081,107675,106552,119204,1.0
23,0,116754,107935,105359,119330,1.0
24,0,123934,111614,110942,124606,1.0
25,0,126652,111967,111405,127214,1.0
26,0,125773,120374,115333,130814,1.0
27,0,157895,138460,134247,162108,1.0
28,0,147574,147383,131831,163126,1.0
29,0,411504,147861,144703,414662,0.6979
30,0,145584,150203,129747,166040,1.0
31,0,161592,157326,147212,171706,1.0
32,0,164265,158379,153976,168668,1.0
33,0,249118,173764,173284,249598,1.0
34,0,276914,224832,221557,280189,1.0
35,0,24384,20466,18899,25951,1.0
36,0,35865,34197,33589,36473,1.0
37,0,44925,44986,41180,48731,1.0
38,0,48950,46623,45917,49656,1.0
39,0,52016,51390,48826,54580,1.0
40,0,62642,58948,58356,63234,1.0
41,0,74103,71632,70597,75138,1.0
42,0,77414,72110,71430,78094,1.0
43,0,80694,74298,72813,82179,1.0
44,0,80308,79454,76480,83282,1.0
45,0,78571,83563,74958,87176,1.0
46,0,91998,87678,85335,94341,1.0
47,0,97918,89503,88632,98789,1.0
48,0,94090,91161,90380,94871,1.0
49,0,102630,98447,96320,104757,1.0
50,0,357696,104055,100036,361715,0.5531
51,0,133715,113630,112702,134643,1.0
52,0,110376,118171,107988,120559,1.0
53,0,142756,125934,120443,148247,1.0
54,0,134708,130763,126120,139351,1.0
55,0,148196,140799,137448,151547,1.0
56,0,145088,146440,140458,151070,1.0
57,0,172067,153071,151292,173846,1.0
58,0,168956,157089,155540,170505,1.0
59,0,166377,157414,152806,170985,1.0
60,0,167346,161243,157686,170903,1.0
61,0,171538,168343,164161,175720,1.0
62,0,175143,173462,166712,181893,1.0
63,0,196545,186129,182382,200292,1.0
64,0,212730,192199,191115,213814,1.0
65,0,210454,216245,203427,223272,1.0
66,0,269614,220576,219565,270625,1.0
67,0,241424,237250,228104,250570,1.0
