batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,163328,157749,146112,174965,1.0
2,0,184358,162397,159009,187746,1.0
3,0,176741,169918,145836,200823,1.0
4,0,232990,200621,196285,237326,1.0
5,0,15875,12470,12035,16310,1.0
6,0,40822,42636,38454,45004,1.0
7,0,47886,46230,44570,49546,1.0
8,0,56400,51782,50683,57499,1.0
9,0,82565,59342,58918,82989,1.0
10,0,293104,77740,76821,294023,0.5226
11,0,86659,78549,77065,88143,1.0
12,0,77217,78584,74132,81669,1.0
13,0,84860,79080,74121,89819,1.0
14,0,96931,83463,82992,97402,1.0
15,0,93963,84845,83474,95334,1.0
16,0,92364,85112,83971,93505,1.0
17,0,111327,95788,84129,122986,1.0
18,0,106384,98011,93805,110590,1.0
19,0,287150,98512,98483,287179,0.6859
20,0,108050,98996,97202,109844,1.0
21,0,125507,105016,104762,125761,1.0
22,0,120825,107675,106990,121510,1.0
23,0,123442,107935,106665,124712,1.0
24,0,125609,111614,111185,126038,1.0
25,0,129942,111967,111755,130154,1.0
26,0,127889,120374,116582,131681,1.0
27,0,166675,138460,135826,169309,1.0
28,0,154458,147383,134640,167201,1.0
29,0,491034,147861,146120,492775,0.593
30,0,164567,150203,134664,180106,1.0
31,0,167525,157326,149677,175174,1.0
32,0,169244,158379,155641,171982,1.0
33,0,267038,173764,173500,267302,1.0
34,0,299524,224832,222222,302134,1.0
35,0,26473,20466,19730,27209,1.0
36,0,36228,34197,33691,36734,1.0
37,0,46422,44986,41842,49566,1.0
38,0,50481,46623,46341,50763,1.0
39,0,52840,51390,49139,55091,1.0
40,0,62492,58948,58466,62974,1.0
41,0,74405,71632,70780,75257,1.0
42,0,78443,72110,71722,78831,1.0
43,0,83952,74298,73352,84898,1.0
44,0,82334,79454,77429,84359,1.0
45,0,88657,83563,79642,92578,1.0
46,0,98776,87678,86743,99711,1.0
47,0,101723,89503,89212,102014,1.0
48,0,94822,91161,90730,95253,1.0
49,0,104855,98447,96843,106459,1.0
50,0,390904,104055,100596,394363,0.5102
51,0,140303,113630,113163,140770,1.0
52,0,118321,118171,113089,123403,1.0
53,0,146267,125934,121553,150648,1.0
54,0,136851,130763,127440,140174,1.0
55,0,155152,140799,139595,156356,1.0
56,0,149197,146440,142847,152790,1.0
57,0,175633,153071,152364,176340,1.0
58,0,177208,157089,156597,177700,1.0
59,0,176142,157414,154592,178964,1.0
60,0,175749,161243,159919,177073,1.0
61,0,173416,168343,165193,176566,1.0
62,0,177895,173462,169319,182038,1.0
63,0,199195,186129,183013,202311,1.0
64,0,216321,192199,191516,217004,1.0
65,0,224040,216245,210523,229762,1.0
66,0,276994,220576,220095,277475,1.0
67,0,248995,237250,231849,254396,1.0
