batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,657910,157749,157609,658050,0.479
2,0,565922,162397,162391,565928,0.5739
3,0,465896,169918,169235,466579,0.7254
4,0,651749,200621,200573,651797,0.6154
5,0,210427,12470,12447,210450,0.1183
6,0,357153,42636,42636,357153,0.2388
7,0,251273,46230,46230,251273,0.368
8,0,530411,51782,51782,530411,0.1953
9,0,415338,59342,59314,415366,0.2856
10,0,808213,77740,77704,808249,0.1923
11,0,708169,78549,78548,708170,0.2218
12,0,542276,78584,78573,542287,0.2898
13,0,575359,79080,77233,577206,0.2676
14,0,532691,83463,83453,532701,0.3133
15,0,472115,84845,84830,472130,0.3594
16,0,593690,85112,85112,593690,0.2867
17,0,433815,95788,95020,434583,0.4373
18,0,522749,98011,96371,524389,0.3676
19,0,449751,98512,98512,449751,0.4381
20,0,431283,98996,97791,432488,0.4522
21,0,524016,105016,105016,524016,0.4008
22,0,785377,107675,107628,785424,0.2741
23,0,422013,107935,107482,422466,0.5088
24,0,518530,111614,111612,518532,0.4305
25,0,664320,111967,111930,664357,0.337
26,0,493023,120374,120359,493038,0.4882
27,0,340391,138460,138335,340516,0.8125
28,0,655902,147383,146492,656793,0.4461
29,0,654883,147861,147770,654974,0.4512
30,0,573314,150203,150129,573388,0.5237
31,0,621885,157326,157247,621964,0.5056
32,0,533581,158379,158239,533721,0.593
33,0,564297,173764,173737,564324,0.6157
34,0,892624,224832,224754,892702,0.5035
35,0,220801,20466,20413,220854,0.1849
36,0,355740,34197,34197,355740,0.1923
37,0,418692,44986,44971,418707,0.2148
38,0,239671,46623,46623,239671,0.3891
39,0,351700,51390,51385,351705,0.2922
40,0,443551,58948,58948,443551,0.2658
41,0,367935,71632,71632,367935,0.3894
42,0,410678,72110,72110,410678,0.3512
43,0,525881,74298,74275,525904,0.2825
44,0,441898,79454,79454,441898,0.3596
45,0,427733,83563,83099,428197,0.3881
46,0,388258,87678,87656,388280,0.4515
47,0,362476,89503,89496,362483,0.4938
48,0,376331,91161,91161,376331,0.4845
49,0,483582,98447,98447,483582,0.4072
50,0,778720,104055,102129,780646,0.2617
51,0,567709,113630,113630,567709,0.4003
52,0,337805,118171,117606,338370,0.6951
53,0,618573,125934,124198,620309,0.4004
54,0,549800,130763,130683,549880,0.4753
55,0,421744,140799,140555,421988,0.6662
56,0,475763,146440,146272,475931,0.6147
57,0,571113,153071,153065,571119,0.536
58,0,481382,157089,157067,481404,0.6525
59,0,540236,157414,152958,544692,0.5616
60,0,438990,161243,157972,442261,0.7144
61,0,561065,168343,168340,561068,0.6001
62,0,559498,173462,173453,559507,0.62
63,0,551415,186129,186129,551415,0.6751
64,0,525700,192199,192187,525712,0.7311
65,0,435613,216245,215953,435905,0.9908
66,0,698770,220576,220576,698770,0.6313
67,0,554409,237250,237080,554579,0.855
