batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,647033,157749,157597,647185,0.487
2,0,559031,162397,162373,559055,0.5809
3,0,460406,169918,168478,461846,0.7296
4,0,683584,200621,200594,683611,0.5869
5,0,179906,12470,12291,180085,0.1365
6,0,330173,42636,42590,330219,0.258
7,0,250109,46230,46229,250110,0.3697
8,0,488909,51782,51782,488909,0.2118
9,0,395899,59342,59264,395977,0.2993
10,0,784721,77740,77704,784757,0.198
11,0,674964,78549,78521,674992,0.2327
12,0,493327,78584,78497,493414,0.3182
13,0,554988,79080,76896,557172,0.276
14,0,514987,83463,83404,515046,0.3239
15,0,430767,84845,84801,430811,0.3937
16,0,548444,85112,85112,548444,0.3104
17,0,399859,95788,94228,401419,0.4695
18,0,426093,98011,95617,428487,0.4463
19,0,490344,98512,98512,490344,0.4018
20,0,403397,98996,97264,405129,0.4802
21,0,476419,105016,105016,476419,0.4409
22,0,705044,107675,107536,705183,0.305
23,0,372247,107935,107217,372965,0.5749
24,0,507780,111614,111611,507783,0.4396
25,0,601359,111967,111836,601490,0.3719
26,0,505812,120374,120358,505828,0.4759
27,0,321212,138460,138165,321507,0.8595
28,0,591626,147383,145938,593071,0.4921
29,0,663760,147861,147793,663828,0.4453
30,0,539733,150203,150043,539893,0.5558
31,0,580453,157326,157165,580614,0.5414
32,0,545721,158379,158129,545971,0.5793
33,0,601432,173764,173714,601482,0.5776
34,0,887244,224832,224616,887460,0.5062
35,0,187851,20466,20399,187918,0.2171
36,0,331814,34197,34197,331814,0.2061
37,0,407771,44986,44971,407786,0.2206
38,0,232524,46623,46622,232525,0.401
39,0,327727,51390,51362,327755,0.3134
40,0,427263,58948,58948,427263,0.2759
41,0,368075,71632,71632,368075,0.3892
42,0,408633,72110,72110,408633,0.3529
43,0,496709,74298,74243,496764,0.2989
44,0,416666,79454,79454,416666,0.3814
45,0,421873,83563,83125,422311,0.3937
46,0,376291,87678,87622,376347,0.4656
47,0,326012,89503,89453,326062,0.5487
48,0,347949,91161,91161,347949,0.524
49,0,464613,98447,98433,464627,0.4237
50,0,766146,104055,101526,768675,0.2642
51,0,583105,113630,113630,583105,0.3897
52,0,327327,118171,117048,328450,0.7127
53,0,575343,125934,123865,577412,0.429
54,0,521675,130763,130705,521733,0.501
55,0,398813,140799,140119,399493,0.7015
56,0,502224,146440,146362,502302,0.5828
57,0,557495,153071,153063,557503,0.5491
58,0,478265,157089,157040,478314,0.6566
59,0,532232,157414,151937,537709,0.5651
60,0,394176,161243,156893,398526,0.7874
61,0,534108,168343,168319,534132,0.6303
62,0,560149,173462,173422,560189,0.6192
63,0,537667,186129,186123,537673,0.6923
64,0,558380,192199,192178,558401,0.6883
65,0,429765,216245,215911,430099,1.0
66,0,712654,220576,220575,712655,0.619
67,0,540297,237250,236848,540699,0.8761
