Round,Train Loss,Dice WT
-1,0.9915952041745186,0.0711
-1,0.9909871560335161,0.0168
-1,0.9906403887271882,0.0906
-1,0.9901525422930717,0.0824
-1,0.9894030758738518,0.1159
-1,0.9880808357894422,0.05
-1,0.9857255327701567,0.0621
-1,0.9824585871398449,0.0261
-1,0.977951612919569,0.0484
-1,0.9711726945638656,0.0871
-1,0.9618464230000973,0.1238
-1,0.9469851769506932,0.1675
-1,0.9242362716794015,0.2413
-1,0.8889968994259835,0.3382
-1,0.8317896862328051,0.5218
-1,0.7502548764646053,0.6745
-1,0.6555242401361465,0.8808
-1,0.5526117867231369,0.8103
-1,0.4656027027964592,0.944
-1,0.39666204601526256,0.9035
-1,0.33589366868138315,0.915
-1,0.2912852410972119,0.8633
-1,0.2556344337761402,0.952
-1,0.23307976230978963,0.8628
-1,0.20983044758439068,0.8647
