Sample,Dice,HD95
0_0,0.6192,27.2176
1_0,0.9067,17.4356
2_0,1.0000,4.1231
3_0,1.0000,3.1623
4_0,1.0000,5.4772
5_0,1.0000,21.9226
6_0,1.0000,10.0499
7_0,1.0000,2.2361
8_0,1.0000,1.7321
9_0,1.0000,5.7446
Average,0.9526,9.9101
