batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,377434,157749,157639,377544,0.8351
2,0,876864,162397,162397,876864,0.3704
3,0,509343,169918,169909,509352,0.6672
4,0,876750,200621,200621,876750,0.4576
5,0,23725,12470,12043,24152,0.9973
6,0,183803,42636,42636,183803,0.4639
7,0,189739,46230,46230,189739,0.4873
8,0,530651,51782,51782,530651,0.1952
9,0,456660,59342,59342,456660,0.2599
10,0,939955,77740,77740,939955,0.1654
11,0,424899,78549,78549,424899,0.3697
12,0,217519,78584,78523,217580,0.7218
13,0,346476,79080,78866,346690,0.455
14,0,547407,83463,83463,547407,0.3049
15,0,237111,84845,84843,237113,0.7156
16,0,459527,85112,85112,459527,0.3704
17,0,291223,95788,90850,296161,0.6135
18,0,238286,98011,96906,239391,0.8096
19,0,918670,98512,98512,918670,0.2145
20,0,253364,98996,98837,253523,0.7797
21,0,263432,105016,105016,263432,0.7973
22,0,436067,107675,107652,436090,0.4937
23,0,247913,107935,107617,248231,0.8671
24,0,356432,111614,111614,356432,0.6263
25,0,245359,111967,111763,245563,0.9103
26,0,685731,120374,120374,685731,0.3511
27,0,363640,138460,138460,363640,0.7615
28,0,379422,147383,147362,379443,0.7767
29,0,904746,147861,147844,904763,0.3268
30,0,531601,150203,150198,531606,0.5651
31,0,499179,157326,157326,499179,0.6303
32,0,565551,158379,158379,565551,0.5601
33,0,849379,173764,173764,849379,0.4092
34,0,1121296,224832,224744,1121384,0.4008
35,0,94147,20466,20466,94147,0.4348
36,0,296842,34197,34197,296842,0.2304
37,0,331555,44986,44986,331555,0.2714
38,0,202040,46623,46623,202040,0.4615
39,0,172470,51390,51378,172482,0.5957
40,0,432314,58948,58948,432314,0.2727
41,0,353609,71632,71632,353609,0.4051
42,0,333084,72110,72110,333084,0.433
43,0,368896,74298,74297,368897,0.4028
44,0,501754,79454,79454,501754,0.3167
45,0,663974,83563,83204,664333,0.2505
46,0,378905,87678,87678,378905,0.4628
47,0,233148,89503,89503,233148,0.7678
48,0,284172,91161,91161,284172,0.6416
49,0,400293,98447,98447,400293,0.4919
50,0,777465,104055,102673,778847,0.2637
51,0,766444,113630,113630,766444,0.2965
52,0,250372,118171,118148,250395,0.9437
53,0,431406,125934,125396,431944,0.5806
54,0,473639,130763,130617,473785,0.5514
55,0,351702,140799,140788,351713,0.8006
56,0,630360,146440,146440,630360,0.4646
57,0,537508,153071,153070,537509,0.5696
58,0,363190,157089,157085,363194,0.865
59,0,602097,157414,153243,606268,0.5055
60,0,313868,161243,160965,314146,1.0
61,0,547563,168343,168343,547563,0.6149
62,0,575985,173462,173462,575985,0.6023
63,0,436807,186129,186129,436807,0.8522
64,0,564996,192199,192199,564996,0.6804
65,0,515932,216245,216244,515933,0.8383
66,0,760030,220576,220576,760030,0.5804
67,0,555543,237250,237151,555642,0.8536
