Sample,Dice,HD95
0_0,1.0000,9.0000
1_0,1.0000,5.0990
2_0,1.0000,8.3486
3_0,1.0000,25.6398
4_0,1.0000,8.2371
5_0,1.0000,2.2361
6_0,1.0000,2.4495
7_0,1.0000,7.6811
8_0,1.0000,35.1247
9_0,0.6032,47.3788
10_0,1.0000,5.0990
11_0,1.0000,2.0000
12_0,1.0000,33.3661
13_0,1.0000,6.4031
14_0,1.0000,2.0000
15_0,1.0000,6.7082
16_0,1.0000,19.2614
17_0,1.0000,2.2361
18_0,0.6895,45.8699
19_0,1.0000,2.0000
20_0,1.0000,13.3791
21_0,1.0000,3.4641
22_0,1.0000,2.0000
23_0,1.0000,3.0000
24_0,1.0000,4.1231
25_0,1.0000,4.2426
26_0,1.0000,5.4772
27_0,1.0000,8.6023
28_0,0.6211,51.7880
29_0,1.0000,7.6158
30_0,1.0000,5.3852
31_0,1.0000,3.7417
32_0,1.0000,25.7682
33_0,1.0000,36.0278
34_0,1.0000,7.0142
35_0,1.0000,3.1623
36_0,1.0000,5.7446
37_0,1.0000,1.4142
38_0,1.0000,3.0000
39_0,1.0000,2.2361
40_0,1.0000,1.4142
41_0,1.0000,2.8284
42_0,1.0000,2.2361
43_0,1.0000,5.3852
44_0,1.0000,5.4772
45_0,1.0000,2.0000
46_0,1.0000,2.8284
47_0,1.0000,1.4142
48_0,1.0000,2.0000
49_0,0.5666,81.3511
50_0,1.0000,21.8403
51_0,1.0000,2.2361
52_0,1.0000,4.1231
53_0,1.0000,3.6056
54_0,1.0000,2.2361
55_0,1.0000,1.4142
56_0,1.0000,3.3166
57_0,1.0000,2.2361
58_0,1.0000,2.8284
59_0,1.0000,2.0000
60_0,1.0000,2.4495
61_0,1.0000,3.0000
62_0,1.0000,3.4641
63_0,1.0000,4.1231
64_0,1.0000,2.4495
65_0,1.0000,52.5071
66_0,1.0000,3.0000
Average,0.9773,10.4043
