Sample,Dice,HD95
0_0,1.0000,68.0074
1_0,1.0000,64.0390
2_0,1.0000,58.0517
3_0,1.0000,34.7851
4_0,0.2040,82.1706
5_0,0.8192,98.0064
6_0,1.0000,58.9903
7_0,0.4749,71.2390
8_0,0.5770,63.0793
9_0,0.8353,49.2037
10_0,0.7507,96.2133
11_0,1.0000,66.6783
12_0,0.7337,60.6939
13_0,0.8191,74.3303
14_0,0.9169,81.6456
15_0,1.0000,63.4303
16_0,1.0000,48.3658
17_0,0.8867,66.0322
18_0,1.0000,39.3065
19_0,0.8952,58.5952
20_0,1.0000,84.2446
21_0,0.9764,85.0118
22_0,1.0000,46.7868
23_0,1.0000,47.3920
24_0,1.0000,81.1973
25_0,1.0000,69.0362
26_0,1.0000,15.1658
27_0,0.9537,60.7013
28_0,0.8327,48.1144
29_0,1.0000,33.8969
30_0,1.0000,50.9313
31_0,1.0000,58.3267
32_0,1.0000,27.0740
33_0,1.0000,35.2278
34_0,0.7355,59.3304
35_0,0.6845,69.2965
36_0,0.7098,85.4447
37_0,1.0000,86.6833
38_0,1.0000,102.3914
39_0,0.8967,74.6927
40_0,1.0000,69.5198
41_0,1.0000,76.5898
42_0,1.0000,56.7979
43_0,0.9734,65.5668
44_0,0.8109,69.4622
45_0,1.0000,67.3573
46_0,1.0000,50.9902
47_0,1.0000,68.4471
48_0,1.0000,78.8733
49_0,0.6241,74.5252
50_0,1.0000,74.3102
51_0,1.0000,59.7829
52_0,0.7839,70.4620
53_0,1.0000,68.8011
54_0,1.0000,47.5500
55_0,1.0000,75.5050
56_0,1.0000,51.0196
57_0,1.0000,28.7054
58_0,0.9009,42.3674
59_0,0.9853,42.7329
60_0,1.0000,68.3008
61_0,1.0000,53.3779
62_0,1.0000,75.1665
63_0,1.0000,11.2250
64_0,1.0000,32.6343
65_0,1.0000,51.1077
66_0,1.0000,55.6597
Average,0.9221,61.3529
