Sample,Dice,HD95
0_0,1.0000,10.1980
1_0,1.0000,9.4340
2_0,1.0000,13.0384
3_0,1.0000,10.9545
4_0,0.0000,nan
5_0,1.0000,7.0000
6_0,1.0000,5.7446
7_0,1.0000,9.4868
8_0,1.0000,7.0711
9_0,1.0000,47.9687
10_0,1.0000,99.2227
11_0,1.0000,6.0000
12_0,1.0000,9.8995
13_0,1.0000,10.9545
14_0,1.0000,6.3246
15_0,1.0000,6.4031
16_0,1.0000,28.1957
17_0,1.0000,5.7446
18_0,0.7422,40.3113
19_0,1.0000,7.0000
20_0,1.0000,6.1644
21_0,1.0000,10.8167
22_0,1.0000,6.3246
23_0,1.0000,9.6437
24_0,1.0000,8.4853
25_0,1.0000,11.0000
26_0,1.0000,6.7082
27_0,1.0000,21.5870
28_0,1.0000,44.7325
29_0,1.0000,8.5440
30_0,1.0000,10.6771
31_0,1.0000,9.5394
32_0,1.0000,20.4536
33_0,1.0000,19.2094
34_0,1.0000,9.3914
35_0,1.0000,9.4340
36_0,0.9933,9.4340
37_0,1.0000,4.1231
38_0,1.0000,6.7082
39_0,0.9152,11.6619
40_0,1.0000,8.4853
41_0,1.0000,9.6437
42_0,1.0000,9.8336
43_0,1.0000,13.1529
44_0,1.0000,9.1652
45_0,1.0000,7.3485
46_0,1.0000,10.5876
47_0,1.0000,6.4031
48_0,1.0000,6.0000
49_0,1.0000,66.4962
50_0,1.0000,11.3137
51_0,1.0000,4.0000
52_0,1.0000,9.4340
53_0,1.0000,10.1980
54_0,1.0000,9.8792
55_0,1.0000,7.2801
56_0,1.0000,13.7477
57_0,1.0000,7.5498
58_0,1.0000,6.7823
59_0,1.0000,5.3852
60_0,1.0000,10.4881
61_0,1.0000,10.1980
62_0,1.0000,10.0499
63_0,1.0000,9.4340
64_0,1.0000,9.8995
65_0,1.0000,51.5141
66_0,1.0000,11.4018
Average,0.9799,nan
