Sample,Dice,HD95
0_0,1.0000,7.4833
1_0,1.0000,60.8358
2_0,0.8569,15.9374
3_0,1.0000,12.0830
4_0,0.1055,16.7631
5_0,1.0000,67.0000
6_0,1.0000,6.1644
7_0,1.0000,52.8583
8_0,1.0000,55.7987
9_0,1.0000,50.2295
10_0,1.0000,100.6514
11_0,1.0000,6.2684
12_0,1.0000,11.4455
13_0,1.0000,72.8354
14_0,1.0000,72.8574
15_0,1.0000,6.1644
16_0,0.9827,35.5668
17_0,1.0000,9.1652
18_0,1.0000,37.2156
19_0,1.0000,29.8496
20_0,1.0000,21.7486
21_0,1.0000,81.7643
22_0,1.0000,12.3693
23_0,1.0000,10.0499
24_0,1.0000,7.6158
25_0,1.0000,70.6895
26_0,1.0000,9.4868
27_0,1.0000,14.3527
28_0,1.0000,43.0465
29_0,1.0000,13.4164
30_0,1.0000,10.2956
31_0,1.0000,11.1803
32_0,1.0000,10.0499
33_0,1.0000,17.9095
34_0,0.8766,5.0000
35_0,0.8864,11.6232
36_0,0.7782,79.9347
37_0,1.0000,4.1231
38_0,1.0000,8.0000
39_0,0.8247,11.7047
40_0,0.9967,9.6954
41_0,1.0000,11.0454
42_0,1.0000,8.0623
43_0,1.0000,68.5981
44_0,1.0000,13.9284
45_0,1.0000,7.8102
46_0,1.0000,9.1652
47_0,1.0000,7.3889
48_0,1.0000,90.7171
49_0,1.0000,69.4046
50_0,1.0000,35.4062
51_0,0.8836,12.5698
52_0,0.8217,15.8114
53_0,1.0000,43.4281
54_0,1.0000,9.8995
55_0,1.0000,8.7750
56_0,1.0000,11.7898
57_0,1.0000,8.7750
58_0,0.9612,22.7156
59_0,1.0000,15.5563
60_0,1.0000,11.1803
61_0,1.0000,12.6886
62_0,1.0000,10.4881
63_0,1.0000,9.8995
64_0,1.0000,9.4340
65_0,1.0000,53.9073
66_0,1.0000,11.5758
Average,0.9698,26.5858
