Round,Train Loss,Dice WT
-1,0.9607625911894597,0.3465
-1,0.9462001620154632,0.1777
-1,0.8722154362421287,0.4994
-1,0.6794574775193867,0.8889
-1,0.39924028986378723,0.9411
-1,0.2582517486261694,0.8936
-1,0.21026162187519826,0.9492
-1,0.19291760713646286,0.9431
-1,0.18890720445074533,0.9272
-1,0.18084208969222873,0.9215
-1,0.18276086120229018,0.9328
-1,0.18244505634433344,0.9418
-1,0.17737372709732308,0.9016
-1,0.17360870049972282,0.8326
-1,0.17271044497427188,0.9365
-1,0.16849345517785924,0.8871
-1,0.17919449116054334,0.9341
-1,0.1647404271913202,0.9172
-1,0.16168326566878116,0.9134
-1,0.16307232160317273,0.9413
-1,0.16019121686878957,0.9401
-1,0.15934584705453173,0.9112
-1,0.15711781143357878,0.9028
-1,0.1577292171748061,0.935
-1,0.15695256292819976,0.942
