Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SH,0.6,-,154016352,165907438,0.9283269832250435
-1,SH,0.6,-,154016352,162863885,0.9456752888585788
-1,SH,0.6,-,154016352,163685289,0.940929708519029
-1,SH,0.6,-,154016352,164047203,0.9388538710123852
-1,SH,0.6,-,154016352,165128664,0.932705129839039
-1,SH,0.6,-,154016352,164595018,0.9357291213521723
-1,SH,0.6,-,154016352,165104861,0.9328395958081985
-1,SH,0.6,-,154016352,166219139,0.9265861458875658
-1,SH,0.6,-,154016352,165836879,0.9287219610282039
-1,SH,0.6,-,154016352,165324949,0.9315977556440649
-1,SH,0.6,-,154016352,165271536,0.9318988335084162
-1,SH,0.6,-,154016352,165396178,0.9311965577298509
-1,SH,0.6,-,154016352,165821511,0.9288080350619925
-1,SH,0.6,-,154016352,165251856,0.9320098110171604
-1,SH,0.6,-,154016352,165941941,0.9281339655101809
-1,SH,0.6,-,154016352,165160681,0.9325243188094354
-1,SH,0.6,-,154016352,165701942,0.9294782539407529
-1,SH,0.6,-,154016352,164777691,0.9346917713135764
-1,SH,0.6,-,154016352,165539044,0.9303929009414524
-1,SH,0.6,-,154016352,164865948,0.9341914041035954
-1,SH,0.6,-,154016352,165175220,0.9324422390824798
-1,SH,0.6,-,154016352,163241778,0.9434861215247902
-1,SH,0.6,-,154016352,165280976,0.9318456082519948
-1,SH,0.6,-,154016352,162821654,0.9459205713357334
-1,SH,0.6,-,154016352,164085998,0.9386318952751082
