Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SH,0.3,-,154016352,166172358,0.926847002986101
-1,SH,0.3,-,154016352,163215467,0.9436382103668415
-1,SH,0.3,-,154016352,164354053,0.9371010275947181
-1,SH,0.3,-,154016352,164642622,0.9354585661668002
-1,SH,0.3,-,154016352,165555973,0.9302977651916461
-1,SH,0.3,-,154016352,167445654,0.9197990364856479
-1,SH,0.3,-,154016352,167373009,0.9201982607267147
-1,SH,0.3,-,154016352,168108791,0.9161707145247099
-1,SH,0.3,-,154016352,168541863,0.9138165965654884
-1,SH,0.3,-,154016352,168634850,0.9133127103974259
-1,SH,0.3,-,154016352,168634456,0.9133148425995138
-1,SH,0.3,-,154016352,168736648,0.9127617120261824
-1,SH,0.3,-,154016352,168066300,0.9164023434443609
-1,SH,0.3,-,154016352,168165403,0.9158622949758998
-1,SH,0.3,-,154016352,168181492,0.9157746745920882
-1,SH,0.3,-,154016352,167894539,0.9173398520171535
-1,SH,0.3,-,154016352,167932178,0.917134244830255
-1,SH,0.3,-,154016352,166424615,0.9254421365395312
-1,SH,0.3,-,154016352,167746922,0.9181471081790009
-1,SH,0.3,-,154016352,165853491,0.9286289372197027
-1,SH,0.3,-,154016352,165992737,0.9278499441033361
-1,SH,0.3,-,154016352,165349212,0.9314610532634061
-1,SH,0.3,-,154016352,165836285,0.9287252891766382
-1,SH,0.3,-,154016352,165308078,0.9316928332869557
-1,SH,0.3,-,154016352,165201768,0.9322923943469684
