Sample,Dice,HD95
0_0,1.0000,7.3485
1_0,1.0000,9.0000
2_0,1.0000,13.6748
3_0,1.0000,10.9545
4_0,0.0000,nan
5_0,1.0000,6.9282
6_0,1.0000,5.0990
7_0,1.0000,9.2195
8_0,1.0000,7.0711
9_0,1.0000,48.0521
10_0,1.0000,96.3289
11_0,1.0000,5.3852
12_0,1.0000,7.8740
13_0,1.0000,10.3441
14_0,1.0000,5.7446
15_0,1.0000,5.7446
16_0,1.0000,28.8799
17_0,1.0000,5.0000
18_0,0.7542,40.4228
19_0,1.0000,6.0000
20_0,1.0000,5.7446
21_0,1.0000,9.8995
22_0,1.0000,5.3852
23_0,1.0000,9.0554
24_0,1.0000,8.0623
25_0,1.0000,10.7703
26_0,1.0000,6.5574
27_0,1.0000,21.7967
28_0,1.0000,41.7540
29_0,1.0000,8.6603
30_0,1.0000,9.6954
31_0,1.0000,8.6023
32_0,1.0000,19.0526
33_0,1.0000,19.3391
34_0,1.0000,9.2736
35_0,1.0000,11.1803
36_0,1.0000,9.2736
37_0,1.0000,4.1231
38_0,1.0000,5.7532
39_0,0.9111,12.5300
40_0,1.0000,8.5994
41_0,1.0000,9.1652
42_0,1.0000,9.0000
43_0,1.0000,12.4298
44_0,1.0000,9.4340
45_0,1.0000,7.2801
46_0,1.0000,10.0499
47_0,1.0000,5.9161
48_0,1.0000,5.6569
49_0,1.0000,69.6060
50_0,1.0000,12.6886
51_0,1.0000,4.1231
52_0,1.0000,8.6023
53_0,1.0000,11.0000
54_0,1.0000,9.2736
55_0,1.0000,6.9282
56_0,1.0000,13.0767
57_0,1.0000,6.7823
58_0,1.0000,6.7082
59_0,1.0000,5.0990
60_0,1.0000,10.6771
61_0,1.0000,9.4868
62_0,1.0000,9.5811
63_0,1.0000,8.4853
64_0,1.0000,9.2195
65_0,1.0000,51.3323
66_0,1.0000,10.8628
Average,0.9801,nan
