Round,Train Loss,Dice WT
-1,0.9555277788338541,0.3657
-1,0.9448366776233963,0.2609
-1,0.889366725713265,0.3417
-1,0.7326827790556835,0.836
-1,0.43781163411981916,0.9833
-1,0.24842244687200593,0.9575
-1,0.1725268096483054,0.99
-1,0.16260267205598977,0.9874
-1,0.13811773252086476,0.9933
-1,0.1297659681624725,0.97
-1,0.12463060707605185,0.9485
-1,0.1242606300265849,0.9903
-1,0.12052684771914442,0.9833
-1,0.11943865533636397,0.9873
-1,0.12071801013305408,0.9901
-1,0.11795004015209294,0.9961
-1,0.11910617361549572,0.9972
-1,0.11484877802744634,0.9952
-1,0.11380642842845756,0.9998
-1,0.11579273087637765,0.9964
-1,0.11116587955410742,0.9508
-1,0.11329125326220728,0.9987
-1,0.11063658259495968,1.0
-1,0.11860653031773927,1.0
-1,0.1155073297123949,0.9983
