Sample,Dice,HD95
0_0,1.0000,4.1231
1_0,1.0000,5.3852
2_0,1.0000,13.4164
3_0,1.0000,6.3246
4_0,0.0000,nan
5_0,1.0000,5.4772
6_0,1.0000,3.0000
7_0,1.0000,8.0623
8_0,1.0000,5.4772
9_0,1.0000,44.6430
10_0,1.0000,97.3889
11_0,1.0000,3.0000
12_0,1.0000,9.1104
13_0,1.0000,8.3066
14_0,1.0000,3.0000
15_0,1.0000,3.1623
16_0,1.0000,37.4967
17_0,1.0000,4.1231
18_0,0.9958,38.0132
19_0,1.0000,4.1231
20_0,1.0000,4.0000
21_0,1.0000,6.1644
22_0,1.0000,3.6056
23_0,1.0000,6.6332
24_0,1.0000,5.7446
25_0,1.0000,5.0000
26_0,1.0000,4.8990
27_0,1.0000,21.7497
28_0,1.0000,40.9512
29_0,1.0000,11.4018
30_0,1.0000,6.7823
31_0,1.0000,5.3852
32_0,1.0000,6.1644
33_0,1.0000,5.0000
34_0,1.0000,8.7750
35_0,1.0000,4.0246
36_0,1.0000,7.3485
37_0,1.0000,2.2361
38_0,1.0000,4.8990
39_0,1.0000,5.3852
40_0,1.0000,3.0000
41_0,1.0000,5.8310
42_0,1.0000,6.0000
43_0,1.0000,10.4881
44_0,1.0000,7.0711
45_0,1.0000,4.1231
46_0,1.0000,7.8740
47_0,1.0000,3.4641
48_0,1.0000,3.1623
49_0,1.0000,48.7750
50_0,1.0000,3.6056
51_0,1.0000,3.1623
52_0,1.0000,13.8924
53_0,1.0000,4.8990
54_0,1.0000,5.9161
55_0,1.0000,3.0000
56_0,1.0000,9.6954
57_0,1.0000,3.0000
58_0,1.0000,5.7446
59_0,1.0000,4.6904
60_0,1.0000,5.0990
61_0,1.0000,5.0000
62_0,1.0000,5.7446
63_0,1.0000,5.0000
64_0,1.0000,4.5826
65_0,1.0000,54.2402
66_0,1.0000,7.2801
Average,0.9850,nan
