Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SKH,0.6,32,154016352,46010332,3.3474296511340396
-1,SKH,0.6,32,154016352,45823267,3.3610949290463545
-1,SKH,0.6,32,154016352,45648170,3.3739873612328974
-1,SKH,0.6,32,154016352,45613460,3.376554864036284
-1,SKH,0.6,32,154016352,45539119,3.3820669914110963
-1,SKH,0.6,32,154016352,45499828,3.3849875568949424
-1,SKH,0.6,32,154016352,45438976,3.3895206851052535
-1,SKH,0.6,32,154016352,45485697,3.386039145758864
-1,SKH,0.6,32,154016352,45559409,3.380560795941282
-1,SKH,0.6,32,154016352,45472024,3.3870572927450344
-1,SKH,0.6,32,154016352,45460361,3.3879262701618607
-1,SKH,0.6,32,154016352,45455535,3.388285974102914
-1,SKH,0.6,32,154016352,45459750,3.387971749107181
-1,SKH,0.6,32,154016352,45454831,3.3883384164693564
-1,SKH,0.6,32,154016352,45483009,3.3862392795784864
-1,SKH,0.6,32,154016352,45439710,3.389465950909819
-1,SKH,0.6,32,154016352,45404678,3.392081100952168
-1,SKH,0.6,32,154016352,45532457,3.3825618291792
-1,SKH,0.6,32,154016352,45311704,3.3990412536539667
-1,SKH,0.6,32,154016352,45448069,3.3888425199054493
-1,SKH,0.6,32,154016352,45424768,3.390580875681271
-1,SKH,0.6,32,154016352,45386541,3.3934366177550315
-1,SKH,0.6,32,154016352,45368096,3.3948162931470924
-1,SKH,0.6,32,154016352,45289220,3.4007286660515934
-1,SKH,0.6,32,154016352,45359695,3.395445045554105
