Sample,Dice,HD95
0_0,1.0000,6.1644
1_0,1.0000,3.6056
2_0,1.0000,2.2361
3_0,1.0000,4.4721
4_0,1.0000,26.2488
5_0,1.0000,3.0000
6_0,1.0000,3.6056
7_0,1.0000,4.4721
8_0,0.9846,11.0454
9_0,0.0006,58.3781
Average,0.8985,12.3228
