Sample,Dice,HD95
0_0,0.9266,67.1345
1_0,0.9055,64.5926
2_0,1.0000,52.4905
3_0,1.0000,37.5899
4_0,0.7789,77.2438
5_0,0.8947,84.5991
6_0,1.0000,48.3011
7_0,0.3601,72.4500
8_0,0.4855,65.3146
9_0,0.3037,50.9510
10_0,0.5913,95.3625
11_0,1.0000,43.9431
12_0,0.7792,57.4630
13_0,0.6737,73.1984
14_0,1.0000,80.4612
15_0,0.7032,54.0463
16_0,1.0000,48.1087
17_0,1.0000,53.7517
18_0,0.6409,46.1411
19_0,1.0000,50.9828
20_0,1.0000,74.2704
21_0,0.6507,81.9121
22_0,1.0000,41.0974
23_0,0.8542,44.2945
24_0,0.8131,79.2528
25_0,0.9465,67.0876
26_0,1.0000,10.2956
27_0,1.0000,55.7965
28_0,0.6318,55.0454
29_0,1.0000,32.2025
30_0,1.0000,47.6072
31_0,1.0000,58.2924
32_0,0.9887,31.1448
33_0,0.7785,44.4572
34_0,0.7457,52.7954
35_0,0.7524,64.1089
36_0,0.7123,84.4615
37_0,1.0000,87.4700
38_0,1.0000,96.8272
39_0,0.8052,71.8958
40_0,1.0000,60.6135
41_0,1.0000,72.8697
42_0,1.0000,44.2945
43_0,0.7004,66.1060
44_0,0.8375,64.8922
45_0,1.0000,64.7039
46_0,1.0000,52.5167
47_0,1.0000,68.5711
48_0,1.0000,76.9025
49_0,0.4836,81.2773
50_0,0.7055,71.2039
51_0,1.0000,57.2184
52_0,1.0000,26.1916
53_0,1.0000,66.2420
54_0,1.0000,62.8808
55_0,1.0000,70.3491
56_0,1.0000,50.1697
57_0,1.0000,18.3521
58_0,1.0000,34.5398
59_0,1.0000,28.1069
60_0,1.0000,59.2292
61_0,1.0000,47.8085
62_0,1.0000,75.1266
63_0,1.0000,15.0997
64_0,1.0000,5.7446
65_0,1.0000,52.0096
66_0,1.0000,50.6458
Average,0.8873,57.4344
