Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,32,154016352,118364801,1.3012006162203575
-1,KH,0,32,154016352,118274754,1.3021912689837427
-1,KH,0,32,154016352,118026708,1.3049279659651272
-1,KH,0,32,154016352,117892269,1.3064160466705412
-1,KH,0,32,154016352,117679594,1.3087770510153187
-1,KH,0,32,154016352,117651571,1.309088783863328
-1,KH,0,32,154016352,117554066,1.3101746051046843
-1,KH,0,32,154016352,117517539,1.3105818357887837
-1,KH,0,32,154016352,117350343,1.3124490995309661
-1,KH,0,32,154016352,117415713,1.311718406888182
-1,KH,0,32,154016352,117434270,1.3115111287361005
-1,KH,0,32,154016352,117301627,1.3129941667390512
-1,KH,0,32,154016352,117407976,1.3118048470574095
-1,KH,0,32,154016352,117692594,1.3086324871044988
-1,KH,0,32,154016352,117490971,1.3108781950572186
-1,KH,0,32,154016352,117747857,1.3080183021929648
-1,KH,0,32,154016352,117649226,1.3091148767948546
-1,KH,0,32,154016352,117636266,1.3092591021207693
-1,KH,0,32,154016352,117781500,1.3076446810407407
-1,KH,0,32,154016352,117569328,1.3100045277115133
-1,KH,0,32,154016352,117666418,1.3089236046940769
-1,KH,0,32,154016352,117657769,1.3090198234168455
-1,KH,0,32,154016352,117919272,1.3061168830825212
-1,KH,0,32,154016352,117705816,1.3084854872421936
-1,KH,0,32,154016352,117738956,1.3081171876536768
