Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SKH,0.6,32,154016352,45980841,3.3495766443184274
-1,SKH,0.6,32,154016352,45579286,3.3790864723870966
-1,SKH,0.6,32,154016352,45589861,3.378302722922514
-1,SKH,0.6,32,154016352,45527611,3.3829218884287564
-1,SKH,0.6,32,154016352,45567361,3.3799707811144235
-1,SKH,0.6,32,154016352,45410971,3.391611071009301
-1,SKH,0.6,32,154016352,45383051,3.393697589248835
-1,SKH,0.6,32,154016352,45272194,3.4020076208908354
-1,SKH,0.6,32,154016352,45314482,3.398832864759825
-1,SKH,0.6,32,154016352,45229192,3.4052421526281473
-1,SKH,0.6,32,154016352,45198014,3.4075911277634217
-1,SKH,0.6,32,154016352,45151070,3.4111340370444805
-1,SKH,0.6,32,154016352,45129109,3.4127939718799394
-1,SKH,0.6,32,154016352,45048466,3.4189033560333337
-1,SKH,0.6,32,154016352,45079371,3.416559438092075
-1,SKH,0.6,32,154016352,45149824,3.411228133852818
-1,SKH,0.6,32,154016352,44921653,3.4285547902609816
-1,SKH,0.6,32,154016352,45082251,3.4163411556175354
-1,SKH,0.6,32,154016352,44980328,3.4240824501351534
-1,SKH,0.6,32,154016352,44926640,3.4281742799955275
-1,SKH,0.6,32,154016352,45003364,3.422329726724355
-1,SKH,0.6,32,154016352,44910588,3.429399583820048
-1,SKH,0.6,32,154016352,45026257,3.420589677266575
-1,SKH,0.6,32,154016352,44949734,3.426412940115528
-1,SKH,0.6,32,154016352,44981926,3.423960789230791
