Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SKH,0.6,32,154016352,46011533,3.3473423070813753
-1,SKH,0.6,32,154016352,45730325,3.3679259713048757
-1,SKH,0.6,32,154016352,45612414,3.376632306874397
-1,SKH,0.6,32,154016352,45645683,3.3741712412298988
-1,SKH,0.6,32,154016352,45514326,3.383909288384928
-1,SKH,0.6,32,154016352,45484563,3.3861235802728897
-1,SKH,0.6,32,154016352,45486794,3.3859574812943376
-1,SKH,0.6,32,154016352,45486725,3.385962649960837
-1,SKH,0.6,32,154016352,45497197,3.3851832955877095
-1,SKH,0.6,32,154016352,45403603,3.3921614263204325
-1,SKH,0.6,32,154016352,45415627,3.391263293186275
-1,SKH,0.6,32,154016352,45407425,3.3918758943831158
-1,SKH,0.6,32,154016352,45390024,3.39317624413527
-1,SKH,0.6,32,154016352,45456729,3.3881969609372717
-1,SKH,0.6,32,154016352,45429301,3.390242607399245
-1,SKH,0.6,32,154016352,45449352,3.3887468899061433
-1,SKH,0.6,32,154016352,45490133,3.3857089817947483
-1,SKH,0.6,32,154016352,45445193,3.3890570030329834
-1,SKH,0.6,32,154016352,45383693,3.39364956932345
-1,SKH,0.6,32,154016352,45447450,3.38888869465165
-1,SKH,0.6,32,154016352,45420459,3.390902545667409
-1,SKH,0.6,32,154016352,45327018,3.397892825950275
-1,SKH,0.6,32,154016352,45384206,3.393611238571808
-1,SKH,0.6,32,154016352,45276576,3.4016783845295167
-1,SKH,0.6,32,154016352,45345833,3.396482958629142
