Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,3,154016352,102250904,1.5062590742474022
-1,KH,0,3,154016352,102058792,1.509094405115044
-1,KH,0,3,154016352,102034753,1.5094499420212248
-1,KH,0,3,154016352,102075342,1.508849727880412
-1,KH,0,3,154016352,102003520,1.5099121285226236
-1,KH,0,3,154016352,102099402,1.5084941633644435
-1,KH,0,3,154016352,102119548,1.5081965697693844
-1,KH,0,3,154016352,102124483,1.5081236886163722
-1,KH,0,3,154016352,102177713,1.5073380238995955
-1,KH,0,3,154016352,102153224,1.507699375205231
-1,KH,0,3,154016352,102157625,1.507634422785377
-1,KH,0,3,154016352,102155495,1.5076658578180253
-1,KH,0,3,154016352,102147916,1.507777721084393
-1,KH,0,3,154016352,102145848,1.50780824689027
-1,KH,0,3,154016352,102147643,1.50778175077422
-1,KH,0,3,154016352,102150159,1.5077446134959027
-1,KH,0,3,154016352,102148807,1.50776456938944
-1,KH,0,3,154016352,102149677,1.5077517278884789
-1,KH,0,3,154016352,102149594,1.5077529529877525
-1,KH,0,3,154016352,102148391,1.5077707097706512
-1,KH,0,3,154016352,102150325,1.5077421633264505
-1,KH,0,3,154016352,102148821,1.5077643627428652
-1,KH,0,3,154016352,102151619,1.5077230640857489
-1,KH,0,3,154016352,102151298,1.5077278019511804
-1,KH,0,3,154016352,102151580,1.50772363971267
