Round,Train Loss,Dice WT
-1,0.9890212883055209,0.1057
-1,0.9881553742289542,0.2043
-1,0.987698296457529,0.221
-1,0.9870872622728349,0.102
-1,0.9860053604841232,0.3473
-1,0.9842510658502578,0.0811
-1,0.9814241820573806,0.0645
-1,0.9770364572107791,0.1632
-1,0.9711213348805904,0.0721
-1,0.962640675008297,0.0463
-1,0.9499220196902751,0.1962
-1,0.930444964170456,0.5692
-1,0.9009867937862873,0.3424
-1,0.8575114896893503,0.7634
-1,0.7823968808352947,0.6265
-1,0.6886260886490345,0.8614
-1,0.5824632303416729,0.8728
-1,0.48226045265793804,0.8746
-1,0.4006992493569851,0.8634
-1,0.3407897838950157,0.8678
-1,0.28079995140433317,0.8802
-1,0.2433772999048233,0.8679
-1,0.2151182207465172,0.871
-1,0.2142710180580616,0.8766
-1,0.18039830788969993,0.8831
