Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,3,154016352,102186094,1.5072143965107425
-1,KH,0,3,154016352,102202519,1.506972171595888
-1,KH,0,3,154016352,102156486,1.5076512322477498
-1,KH,0,3,154016352,102151358,1.507726916366594
-1,KH,0,3,154016352,102123899,1.5081323128878972
-1,KH,0,3,154016352,102164803,1.5075284978526313
-1,KH,0,3,154016352,102122417,1.508154198896409
-1,KH,0,3,154016352,102037634,1.5094073231843066
-1,KH,0,3,154016352,101998470,1.509986885097394
-1,KH,0,3,154016352,101934693,1.5109316314907624
-1,KH,0,3,154016352,101986419,1.5101653093633967
-1,KH,0,3,154016352,101980664,1.510250531414465
-1,KH,0,3,154016352,101942001,1.5108233160932363
-1,KH,0,3,154016352,101973515,1.5103564097010875
-1,KH,0,3,154016352,102029554,1.5095268572868603
-1,KH,0,3,154016352,101985010,1.510186173438626
-1,KH,0,3,154016352,102107103,1.5083803915188936
-1,KH,0,3,154016352,102137139,1.5079368142473621
-1,KH,0,3,154016352,102148565,1.5077681414320407
-1,KH,0,3,154016352,102149804,1.5077498533428415
-1,KH,0,3,154016352,102112192,1.508305217852928
-1,KH,0,3,154016352,102066351,1.508982642085441
-1,KH,0,3,154016352,102058096,1.5091046966033934
-1,KH,0,3,154016352,102047629,1.509259485097885
-1,KH,0,3,154016352,102180125,1.5073024426227704
