Sample,Dice,HD95
0_0,1.0000,6.1644
1_0,1.0000,3.7417
2_0,1.0000,2.0000
3_0,1.0000,4.2426
4_0,0.9429,26.5707
5_0,1.0000,2.8284
6_0,1.0000,3.3166
7_0,1.0000,4.2426
8_0,0.9675,12.6491
9_0,0.0028,19.7104
Average,0.8913,8.5467
