Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,64,154016352,122009263,1.2623332705484829
-1,KH,0,64,154016352,121889600,1.2635725443352017
-1,KH,0,64,154016352,121933185,1.2631208805051717
-1,KH,0,64,154016352,122062165,1.2617861726440784
-1,KH,0,64,154016352,121935798,1.263093812696416
-1,KH,0,64,154016352,122080878,1.2615927614806308
-1,KH,0,64,154016352,121926847,1.2631865400406852
-1,KH,0,64,154016352,122017916,1.262243751155363
-1,KH,0,64,154016352,122081955,1.2615816317816995
-1,KH,0,64,154016352,122025624,1.2621640189276966
-1,KH,0,64,154016352,121963019,1.2628119020241702
-1,KH,0,64,154016352,122010578,1.262319665430976
-1,KH,0,64,154016352,121938113,1.2630698328093695
-1,KH,0,64,154016352,122045584,1.26195759774479
-1,KH,0,64,154016352,121974427,1.26269379400323
-1,KH,0,64,154016352,122034655,1.2620706142857534
-1,KH,0,64,154016352,121905104,1.2634118420505183
-1,KH,0,64,154016352,122140141,1.2609806304382767
-1,KH,0,64,154016352,122051910,1.2618921899706446
-1,KH,0,64,154016352,121955704,1.2628876464851533
-1,KH,0,64,154016352,121917473,1.2632836640241059
-1,KH,0,64,154016352,121905121,1.2634116658643078
-1,KH,0,64,154016352,122110411,1.2612876391022876
-1,KH,0,64,154016352,122037465,1.262041554206325
-1,KH,0,64,154016352,122050914,1.261902487678216
