Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SKH,0.6,32,154016352,45615145,3.3764301302049455
-1,SKH,0.6,32,154016352,45558159,3.380653515348565
-1,SKH,0.6,32,154016352,45497745,3.385142516929957
-1,SKH,0.6,32,154016352,45574151,3.3794672612353667
-1,SKH,0.6,32,154016352,45478097,3.3866050024388823
-1,SKH,0.6,32,154016352,45525108,3.383107843727511
-1,SKH,0.6,32,154016352,45481602,3.3863440211020546
-1,SKH,0.6,32,154016352,45439564,3.3894768518181433
-1,SKH,0.6,32,154016352,45450128,3.388689022738811
-1,SKH,0.6,32,154016352,45402751,3.392225084437824
-1,SKH,0.6,32,154016352,45260353,3.402897713097285
-1,SKH,0.6,32,154016352,45265620,3.4025017524303935
-1,SKH,0.6,32,154016352,45372274,3.3945036809899367
-1,SKH,0.6,32,154016352,45293005,3.400444533964365
-1,SKH,0.6,32,154016352,45191666,3.40806975401421
-1,SKH,0.6,32,154016352,45350614,3.396124919335666
-1,SKH,0.6,32,154016352,45167359,3.4099038345711343
-1,SKH,0.6,32,154016352,45249480,3.4037153443383055
-1,SKH,0.6,32,154016352,45295722,3.40024056162846
-1,SKH,0.6,32,154016352,45262347,3.402747747034419
-1,SKH,0.6,32,154016352,45100199,3.4149816443119727
-1,SKH,0.6,32,154016352,45209171,3.406750185553058
-1,SKH,0.6,32,154016352,45116758,3.413728196718649
-1,SKH,0.6,32,154016352,45241509,3.4043150247389913
-1,SKH,0.6,32,154016352,45165762,3.410024432609755
