batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,720112,157749,157714,720147,0.438
2,0,787851,162397,162397,787851,0.4123
3,0,503866,169918,169770,504014,0.6737
4,0,808666,200621,200621,808666,0.4962
5,0,127807,12470,12209,128068,0.1907
6,0,326428,42636,42636,326428,0.2612
7,0,308831,46230,46230,308831,0.2994
8,0,658008,51782,51782,658008,0.1574
9,0,527357,59342,59342,527357,0.2251
10,0,820139,77740,77740,820139,0.1896
11,0,696530,78549,78549,696530,0.2255
12,0,415885,78584,78580,415889,0.3779
13,0,452359,79080,79079,452360,0.3496
14,0,606803,83463,83463,606803,0.2751
15,0,442479,84845,84841,442483,0.3835
16,0,597128,85112,85112,597128,0.2851
17,0,341067,95788,92621,344234,0.5381
18,0,395798,98011,97874,395935,0.4944
19,0,725094,98512,98512,725094,0.2717
20,0,385471,98996,98958,385509,0.5134
21,0,531533,105016,105016,531533,0.3951
22,0,703026,107675,107675,703026,0.3063
23,0,352989,107935,107922,353002,0.6115
24,0,548427,111614,111614,548427,0.407
25,0,611410,111967,111967,611410,0.3663
26,0,682270,120374,120374,682270,0.3529
27,0,404188,138460,138460,404188,0.6851
28,0,531536,147383,147354,531565,0.5544
29,0,739322,147861,147860,739323,0.4
30,0,536726,150203,149833,537096,0.5579
31,0,629654,157326,157325,629655,0.4997
32,0,594978,158379,158379,594978,0.5324
33,0,809347,173764,173764,809347,0.4294
34,0,1066090,224832,224800,1066122,0.4217
35,0,147337,20466,20466,147337,0.2778
36,0,459884,34197,34197,459884,0.1487
37,0,501660,44986,44986,501660,0.1793
38,0,279795,46623,46623,279795,0.3333
39,0,378082,51390,51388,378084,0.2718
40,0,588670,58948,58948,588670,0.2003
41,0,481226,71632,71632,481226,0.2977
42,0,512712,72110,72110,512712,0.2813
43,0,435035,74298,74298,435035,0.3416
44,0,649930,79454,79454,649930,0.2445
45,0,571030,83563,83328,571265,0.2917
46,0,495944,87678,87678,495944,0.3536
47,0,373463,89503,89503,373463,0.4793
48,0,555095,91161,91161,555095,0.3285
49,0,493465,98447,98447,493465,0.399
50,0,821329,104055,103904,821480,0.253
51,0,722232,113630,113630,722232,0.3147
52,0,257773,118171,118132,257812,0.9164
53,0,408808,125934,125079,409663,0.6106
54,0,670584,130763,130762,670585,0.39
55,0,446681,140799,140799,446681,0.6304
56,0,666203,146440,146440,666203,0.4396
57,0,712647,153071,153071,712647,0.4296
58,0,485382,157089,157085,485386,0.6473
59,0,502469,157414,154790,505093,0.6129
60,0,410217,161243,161192,410268,0.7858
61,0,671410,168343,168343,671410,0.5015
62,0,658861,173462,173462,658861,0.5266
63,0,681996,186129,186129,681996,0.5458
64,0,662419,192199,192199,662419,0.5803
65,0,545120,216245,216234,545131,0.7933
66,0,843556,220576,220576,843556,0.523
67,0,743689,237250,237240,743699,0.638
