Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SH,0.6,-,154016352,165138596,0.9326490290888262
-1,SH,0.6,-,154016352,165085757,0.9329475420802265
-1,SH,0.6,-,154016352,165659658,0.929715498915643
-1,SH,0.6,-,154016352,166238587,0.9264777465557453
-1,SH,0.6,-,154016352,164327929,0.9372500003110444
-1,SH,0.6,-,154016352,163513003,0.9419211214318244
-1,SH,0.6,-,154016352,165081778,0.9329700297458315
-1,SH,0.6,-,154016352,162958389,0.9451268661992104
-1,SH,0.6,-,154016352,164815674,0.9344763605770728
-1,SH,0.6,-,154016352,164956609,0.9336779654004254
-1,SH,0.6,-,154016352,164857807,0.9342375345749716
-1,SH,0.6,-,154016352,163903707,0.9396758276013536
-1,SH,0.6,-,154016352,164862359,0.9342117436303699
-1,SH,0.6,-,154016352,163837013,0.9400583440313746
-1,SH,0.6,-,154016352,164703822,0.9351109768281002
-1,SH,0.6,-,154016352,164629348,0.9355339971547408
-1,SH,0.6,-,154016352,164470528,0.9364373882565289
-1,SH,0.6,-,154016352,164998890,0.9334387157097433
-1,SH,0.6,-,154016352,163852259,0.9399708794026161
-1,SH,0.6,-,154016352,164750055,0.9348485566408181
-1,SH,0.6,-,154016352,164416516,0.9367450117169754
-1,SH,0.6,-,154016352,163233012,0.9435367842544852
-1,SH,0.6,-,154016352,164808551,0.9345167503524243
-1,SH,0.6,-,154016352,164107527,0.9385087575024793
-1,SH,0.6,-,154016352,165804528,0.9289031670609686
