Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SH,0.2,-,154016352,158183009,0.9736592575273901
-1,SH,0.2,-,154016352,166773843,0.9235042411084207
-1,SH,0.2,-,154016352,166475902,0.9251570303154304
-1,SH,0.2,-,154016352,166966545,0.9224383941475119
-1,SH,0.2,-,154016352,167117265,0.9216064638968231
-1,SH,0.2,-,154016352,167737941,0.9181962673098805
-1,SH,0.2,-,154016352,168189713,0.9157299136930673
-1,SH,0.2,-,154016352,169924571,0.9063806985639369
-1,SH,0.2,-,154016352,170182727,0.9050057794581091
-1,SH,0.2,-,154016352,170025044,0.9058450904409798
-1,SH,0.2,-,154016352,169503779,0.9086307823912025
-1,SH,0.2,-,154016352,170163748,0.9051067171991606
-1,SH,0.2,-,154016352,169450828,0.908914720054647
-1,SH,0.2,-,154016352,170198619,0.9049212740190409
-1,SH,0.2,-,154016352,167937068,0.9171075423014713
-1,SH,0.2,-,154016352,169537792,0.9084484950046475
-1,SH,0.2,-,154016352,169221846,0.910144612914808
-1,SH,0.2,-,154016352,167075706,0.9218357041296523
-1,SH,0.2,-,154016352,167107096,0.921662545391277
-1,SH,0.2,-,154016352,166899216,0.9228105126865744
-1,SH,0.2,-,154016352,166172370,0.9268469337713897
-1,SH,0.2,-,154016352,166635682,0.9242699379770313
-1,SH,0.2,-,154016352,166003597,0.9277892415729997
-1,SH,0.2,-,154016352,166621403,0.9243491465504005
-1,SH,0.2,-,154016352,166551626,0.9247364048816056
