Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,64,154016352,123107744,1.251069567158992
-1,KH,0,64,154016352,122540066,1.256865260705833
-1,KH,0,64,154016352,121983835,1.2625964087782615
-1,KH,0,64,154016352,122076183,1.2616412818215328
-1,KH,0,64,154016352,122108302,1.261309423498494
-1,KH,0,64,154016352,122139583,1.26098639128316
-1,KH,0,64,154016352,122107149,1.2613213334462505
-1,KH,0,64,154016352,122023342,1.2621876230860813
-1,KH,0,64,154016352,122204043,1.260321248127609
-1,KH,0,64,154016352,122150564,1.2608730320721238
-1,KH,0,64,154016352,121984632,1.262588159465858
-1,KH,0,64,154016352,122130154,1.2610837451330816
-1,KH,0,64,154016352,122041600,1.261998793853899
-1,KH,0,64,154016352,122147852,1.26090102673275
-1,KH,0,64,154016352,122034324,1.262074037465066
-1,KH,0,64,154016352,122132506,1.2610594594693734
-1,KH,0,64,154016352,122110133,1.2612905105917787
-1,KH,0,64,154016352,121967649,1.2627639645657185
-1,KH,0,64,154016352,122069967,1.2617055266345734
-1,KH,0,64,154016352,122059828,1.2618103312418234
-1,KH,0,64,154016352,122029054,1.262128541945429
-1,KH,0,64,154016352,122109479,1.2612972658740114
-1,KH,0,64,154016352,121900628,1.263458232553158
-1,KH,0,64,154016352,122063232,1.2617751429029833
-1,KH,0,64,154016352,121969656,1.2627431858953508
