Sample,Dice,HD95
0_0,1.0000,90.0833
1_0,1.0000,46.0505
2_0,1.0000,5.8310
3_0,1.0000,26.5707
4_0,1.0000,70.9436
5_0,1.0000,58.0775
6_0,1.0000,64.2760
7_0,0.9913,56.5862
8_0,1.0000,24.5815
9_0,1.0000,45.6180
10_0,1.0000,41.0554
11_0,1.0000,48.9694
12_0,1.0000,70.8110
13_0,1.0000,68.7459
14_0,1.0000,42.3556
15_0,1.0000,47.4484
16_0,1.0000,10.4403
17_0,0.8792,42.5911
18_0,1.0000,53.1601
19_0,1.0000,58.6259
20_0,1.0000,72.3740
21_0,0.9245,66.4003
22_0,0.3992,87.2450
23_0,0.8735,81.2219
24_0,0.3774,60.9623
25_0,0.3572,57.1481
26_0,1.0000,43.6915
27_0,1.0000,88.6848
28_0,0.1600,63.9218
29_0,0.9628,33.0409
30_0,1.0000,57.3149
31_0,0.4544,97.8059
32_0,1.0000,58.7963
33_0,1.0000,59.4340
34_0,0.6982,69.4694
35_0,0.4304,21.8403
36_0,0.6616,68.9050
37_0,1.0000,90.6206
38_0,1.0000,78.3537
Average,0.8761,57.1808
