Sample,Dice,HD95
0_0,1.0000,70.3363
1_0,0.6610,64.5058
2_0,1.0000,91.2242
3_0,1.0000,54.6077
4_0,1.0000,37.3356
5_0,1.0000,49.8227
6_0,1.0000,2.2361
7_0,1.0000,43.3244
8_0,1.0000,38.6911
9_0,1.0000,73.3348
10_0,1.0000,66.2193
11_0,1.0000,31.1929
12_0,1.0000,84.6345
13_0,1.0000,51.5073
14_0,1.0000,63.0444
15_0,1.0000,68.3667
16_0,1.0000,72.3464
17_0,0.8722,70.2592
18_0,0.5895,70.4557
19_0,1.0000,55.6147
20_0,1.0000,56.9702
21_0,1.0000,50.6853
22_0,0.6676,116.4300
23_0,1.0000,66.5282
24_0,1.0000,39.9637
25_0,0.9808,77.2917
26_0,1.0000,48.5927
27_0,1.0000,89.0432
28_0,1.0000,4.1231
29_0,1.0000,47.3345
30_0,0.8613,75.1665
31_0,1.0000,22.7596
32_0,1.0000,3.6056
33_0,1.0000,9.4340
34_0,1.0000,93.6846
35_0,1.0000,64.0406
36_0,1.0000,40.7308
37_0,1.0000,54.5940
38_0,1.0000,63.4732
39_0,1.0000,55.2268
40_0,1.0000,65.2227
41_0,1.0000,20.5913
42_0,1.0000,66.7271
43_0,1.0000,87.2754
44_0,1.0000,53.0900
45_0,1.0000,51.0882
46_0,1.0000,61.8352
47_0,1.0000,61.9435
48_0,0.4121,97.6225
49_0,1.0000,25.8263
50_0,1.0000,35.6188
51_0,1.0000,58.5030
Average,0.9624,56.2323
