Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,32,154016352,118158592,1.3034714563965013
-1,KH,0,32,154016352,117941195,1.3058741010721486
-1,KH,0,32,154016352,117766754,1.3078084159473395
-1,KH,0,32,154016352,117596413,1.3097028053058046
-1,KH,0,32,154016352,117447092,1.3113679477053377
-1,KH,0,32,154016352,117300899,1.3130023155236006
-1,KH,0,32,154016352,117204249,1.314085055056323
-1,KH,0,32,154016352,117297493,1.3130404415378256
-1,KH,0,32,154016352,117478103,1.3110217825018846
-1,KH,0,32,154016352,117357701,1.312366812638908
-1,KH,0,32,154016352,117392993,1.3119722741884603
-1,KH,0,32,154016352,117507988,1.3106883593309417
-1,KH,0,32,154016352,117493151,1.3108538726653096
-1,KH,0,32,154016352,117516723,1.31059093606618
-1,KH,0,32,154016352,117397838,1.3119181291907607
-1,KH,0,32,154016352,117601000,1.309651720648634
-1,KH,0,32,154016352,117698886,1.308562529640255
-1,KH,0,32,154016352,117580591,1.3098790428770681
-1,KH,0,32,154016352,117723286,1.308291309503542
-1,KH,0,32,154016352,117749719,1.3079976182363544
-1,KH,0,32,154016352,117756336,1.3079241188346757
-1,KH,0,32,154016352,117684740,1.3087198221281706
-1,KH,0,32,154016352,117812228,1.3073036187720684
-1,KH,0,32,154016352,117815858,1.307263339711026
-1,KH,0,32,154016352,117776172,1.3077038367319325
