batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,200745,157749,149638,208856,1.0
2,0,247600,162397,159013,250984,1.0
3,0,154601,169918,113164,211355,1.0
4,0,260796,200621,195787,265630,1.0
5,0,39822,12470,11581,40711,0.5689
6,0,47561,42636,39438,50759,1.0
7,0,51716,46230,44765,53181,1.0
8,0,107791,51782,51555,108018,0.9546
9,0,139373,59342,57263,141452,0.8096
10,0,403286,77740,76851,404175,0.3803
11,0,154525,78549,77040,156034,0.9875
12,0,81773,78584,75362,84995,1.0
13,0,101550,79080,69129,111501,1.0
14,0,143503,83463,81336,145630,1.0
15,0,106849,84845,82577,109117,1.0
16,0,109646,85112,84599,110159,1.0
17,0,91867,95788,72901,114754,1.0
18,0,107378,98011,92133,113256,1.0
19,0,238074,98512,98464,238122,0.827
20,0,104560,98996,92491,111065,1.0
21,0,131638,105016,103521,133133,1.0
22,0,162352,107675,106859,163168,1.0
23,0,116118,107935,102900,121153,1.0
24,0,139292,111614,111106,139800,1.0
25,0,138208,111967,110766,139409,1.0
26,0,169816,120374,117853,172337,1.0
27,0,160103,138460,134425,164138,1.0
28,0,151875,147383,132088,167170,1.0
29,0,387119,147861,141847,393133,0.7216
30,0,166703,150203,134680,182226,1.0
31,0,174219,157326,146153,185392,1.0
32,0,183632,158379,155368,186643,1.0
33,0,258667,173764,172856,259575,1.0
34,0,364553,224832,222480,366905,1.0
35,0,27008,20466,19631,27843,1.0
36,0,43390,34197,34077,43510,1.0
37,0,59596,44986,43756,60826,1.0
38,0,53178,46623,46400,53401,1.0
39,0,59532,51390,49675,61247,1.0
40,0,85208,58948,58699,85457,1.0
41,0,85630,71632,71167,86095,1.0
42,0,89476,72110,71626,89960,1.0
43,0,84471,74298,72487,86282,1.0
44,0,121448,79454,77429,123473,1.0
45,0,102657,83563,80907,105313,1.0
46,0,97995,87678,83692,101981,1.0
47,0,98266,89503,87671,100098,1.0
48,0,129160,91161,90509,129812,1.0
49,0,111358,98447,96400,113405,1.0
50,0,389866,104055,99933,393988,0.5073
51,0,186370,113630,113034,186966,1.0
52,0,117862,118171,109437,126596,1.0
53,0,148472,125934,119714,154692,1.0
54,0,150973,130763,125384,156352,1.0
55,0,153158,140799,137414,156543,1.0
56,0,153119,146440,143042,156517,1.0
57,0,194598,153071,151984,195685,1.0
58,0,168705,157089,153353,172441,1.0
59,0,169935,157414,148918,178431,1.0
60,0,164275,161243,152847,172671,1.0
61,0,179576,168343,164805,183114,1.0
62,0,187391,173462,167811,193042,1.0
63,0,203202,186129,182467,206864,1.0
64,0,216974,192199,190066,219107,1.0
65,0,209370,216245,200389,225226,1.0
66,0,298087,220576,219368,299295,1.0
67,0,246058,237250,226156,257152,1.0
