Sample,Dice,HD95
0_0,1.0000,2.2361
1_0,1.0000,2.2361
2_0,1.0000,4.2426
3_0,1.0000,3.7417
4_0,1.0000,13.3285
5_0,1.0000,2.4495
6_0,1.0000,5.8310
7_0,1.0000,4.1231
8_0,1.0000,4.4721
9_0,1.0000,3.4641
10_0,1.0000,4.0000
11_0,1.0000,2.4495
12_0,1.0000,2.2361
13_0,1.0000,4.3589
14_0,1.0000,2.0000
15_0,1.0000,10.8765
16_0,1.0000,15.0000
17_0,1.0000,14.5945
18_0,1.0000,2.2361
19_0,1.0000,5.0990
20_0,1.0000,1.5413
21_0,0.9759,14.6287
22_0,1.0000,13.4536
23_0,1.0000,9.4340
24_0,0.0000,nan
25_0,0.0713,33.4963
26_0,1.0000,7.8102
27_0,1.0000,6.3246
28_0,0.0000,nan
29_0,1.0000,6.6332
30_0,1.0000,4.5826
31_0,0.0000,nan
32_0,1.0000,4.3589
33_0,1.0000,3.0000
34_0,1.0000,16.1555
35_0,1.0000,12.8062
36_0,0.6878,40.8044
37_0,1.0000,2.0000
38_0,1.0000,5.6569
Average,0.8906,nan
