Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,32,154016352,118383558,1.3009944505976074
-1,KH,0,32,154016352,118303576,1.3018740194294718
-1,KH,0,32,154016352,118201733,1.3029957183453478
-1,KH,0,32,154016352,117913879,1.3061766206503986
-1,KH,0,32,154016352,117636506,1.3092564309926036
-1,KH,0,32,154016352,117550889,1.3102100146601188
-1,KH,0,32,154016352,117432176,1.3115345150378548
-1,KH,0,32,154016352,117561381,1.3100930823532941
-1,KH,0,32,154016352,117368055,1.3122510379847396
-1,KH,0,32,154016352,117409623,1.3117864453069574
-1,KH,0,32,154016352,117420556,1.3116643051834977
-1,KH,0,32,154016352,117412006,1.3117598212230528
-1,KH,0,32,154016352,117485939,1.3109343408320548
-1,KH,0,32,154016352,117585713,1.309821984920906
-1,KH,0,32,154016352,117721276,1.3083136475686858
-1,KH,0,32,154016352,117621014,1.3094288746737042
-1,KH,0,32,154016352,117643299,1.3091808314556022
-1,KH,0,32,154016352,117739772,1.3081081216973989
-1,KH,0,32,154016352,117715376,1.3083792214196386
-1,KH,0,32,154016352,117830190,1.3071043337874615
-1,KH,0,32,154016352,117710551,1.3084328523787132
-1,KH,0,32,154016352,117783339,1.3076242642433493
-1,KH,0,32,154016352,117739667,1.3081092882656107
-1,KH,0,32,154016352,117886874,1.3064758337726388
-1,KH,0,32,154016352,117731405,1.3082010870421532
