Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,32,154016352,118301685,1.3018948293086443
-1,KH,0,32,154016352,117730472,1.308211454380307
-1,KH,0,32,154016352,117442796,1.3114159169030684
-1,KH,0,32,154016352,116876376,1.3177714545153247
-1,KH,0,32,154016352,117456732,1.3112603200981277
-1,KH,0,32,154016352,117317594,1.3128154673884636
-1,KH,0,32,154016352,117397896,1.3119174810424201
-1,KH,0,32,154016352,117564387,1.3100595846257421
-1,KH,0,32,154016352,117434793,1.3115052878749487
-1,KH,0,32,154016352,117618716,1.3094544579112732
-1,KH,0,32,154016352,117656158,1.3090377470935266
-1,KH,0,32,154016352,117678692,1.3087870827116264
-1,KH,0,32,154016352,117669067,1.3088941378280836
-1,KH,0,32,154016352,117634008,1.3092842335185926
-1,KH,0,32,154016352,117723103,1.308293343236119
-1,KH,0,32,154016352,117643151,1.3091824784597959
-1,KH,0,32,154016352,117658618,1.3090103778033497
-1,KH,0,32,154016352,117718887,1.308340198629299
-1,KH,0,32,154016352,117618228,1.3094598908597739
-1,KH,0,32,154016352,117582220,1.3098608956354116
-1,KH,0,32,154016352,117721953,1.3083061236675202
-1,KH,0,32,154016352,117647143,1.3091380553117213
-1,KH,0,32,154016352,117675830,1.308818913790538
-1,KH,0,32,154016352,117482051,1.3109777254399482
-1,KH,0,32,154016352,117745070,1.3080492626994913
