batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,149820,157749,112033,195536,1.0
2,0,194977,162397,119655,237719,1.0
3,0,138932,169918,99993,208857,0.9575
4,0,202628,200621,150195,253054,1.0
5,0,44243,12470,6956,49757,0.2796
6,0,111735,42636,27425,126946,0.4321
7,0,64434,46230,36588,74076,0.9879
8,0,180768,51782,44769,187781,0.4768
9,0,130792,59342,40075,150059,0.5341
10,0,173331,77740,56361,194710,0.5789
11,0,225012,78549,64564,238997,0.5403
12,0,131693,78584,59263,151014,0.7849
13,0,143109,79080,46927,175262,0.5355
14,0,152214,83463,48668,187009,0.5205
15,0,141713,84845,57920,168638,0.6869
16,0,159529,85112,68974,175667,0.7853
17,0,113686,95788,59785,149689,0.7988
18,0,167735,98011,55186,210560,0.5242
19,0,181700,98512,83107,197105,0.8433
20,0,137629,98996,58667,177958,0.6593
21,0,156007,105016,74474,186549,0.7984
22,0,173046,107675,81736,198985,0.8215
23,0,120577,107935,64928,163584,0.7938
24,0,128928,111614,80106,160436,0.9986
25,0,177937,111967,79233,210671,0.7522
26,0,149356,120374,87670,182060,0.9631
27,0,110927,138460,84011,165376,1.0
28,0,164447,147383,84872,226958,0.7479
29,0,194605,147861,84579,257887,0.6559
30,0,153963,150203,90265,213901,0.844
31,0,177644,157326,114507,220463,1.0
32,0,159775,158379,102841,215313,0.9553
33,0,193987,173764,117724,250027,0.9417
34,0,244132,224832,162281,306683,1.0
35,0,63713,20466,16986,67193,0.5056
36,0,108729,34197,29578,113348,0.5219
37,0,123834,44986,37029,131791,0.5619
38,0,76901,46623,35133,88391,0.7949
39,0,72899,51390,37935,86354,0.8786
40,0,131504,58948,52619,137833,0.7635
41,0,105733,71632,55411,121954,0.9087
42,0,112531,72110,60304,124337,0.97
43,0,156649,74298,53517,177430,0.6032
44,0,136854,79454,62475,153833,0.8122
45,0,154634,83563,58914,179283,0.6572
46,0,134648,87678,67607,154719,0.8739
47,0,108945,89503,64427,134021,0.9614
48,0,107688,91161,71645,127204,1.0
49,0,163409,98447,78120,183736,0.8504
50,0,186077,104055,50993,239139,0.4265
51,0,170269,113630,99161,184738,1.0
52,0,113968,118171,68232,163907,0.8326
53,0,136585,125934,59886,202633,0.5911
54,0,157690,130763,88919,199534,0.8913
55,0,122901,140799,87155,176545,0.9873
56,0,142981,146440,97317,192104,1.0
57,0,170617,153071,110272,213416,1.0
58,0,160269,157089,101846,215512,0.9452
59,0,166605,157414,78673,245346,0.6413
60,0,159023,161243,74986,245280,0.6114
61,0,181811,168343,123478,226676,1.0
62,0,160227,173462,109968,223721,0.9831
63,0,160590,186129,126148,220571,1.0
64,0,161949,192199,139836,214312,1.0
65,0,175116,216245,132013,259348,1.0
66,0,209836,220576,169796,260616,1.0
67,0,173115,237250,134512,275853,0.9752
