Round,Train Loss,Dice WT
-1,0.9575757792592048,0.2294
-1,0.9542249815165997,0.1952
-1,0.9522766208648683,0.5082
-1,0.9499912129342556,0.3635
-1,0.9460467593371866,0.2743
-1,0.9391200166940689,0.1928
-1,0.9280322946608066,0.2383
-1,0.912647000104189,0.2416
-1,0.8912886737287045,0.2859
-1,0.8614159424602985,0.2948
-1,0.8204463982582093,0.5106
-1,0.7623837634921073,0.6224
-1,0.6846259893476964,0.862
-1,0.5855415417253971,0.8587
-1,0.47720201790332795,0.9312
-1,0.37593767926096916,0.9887
-1,0.29255759447813035,0.9668
-1,0.23566833049058916,1.0
-1,0.1956649102270603,0.9502
-1,0.16541773840785026,1.0
-1,0.14954189345240593,0.9205
-1,0.14281296819448472,0.9639
-1,0.12403962358832359,1.0
-1,0.12380796656012535,0.9774
-1,0.11475310161709787,0.9309
