batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,553296,157749,157686,553359,0.5699
2,0,532778,162397,162397,532778,0.6096
3,0,322058,169918,163666,328310,0.997
4,0,698447,200621,200524,698544,0.5741
5,0,45307,12470,9351,48426,0.3862
6,0,122293,42636,39130,125799,0.6221
7,0,159410,46230,45559,160081,0.5692
8,0,595183,51782,51782,595183,0.174
9,0,289563,59342,58025,290880,0.399
10,0,419294,77740,77510,419524,0.3695
11,0,402595,78549,78548,402596,0.3902
12,0,209223,78584,78565,209242,0.7509
13,0,216306,79080,78033,217353,0.718
14,0,309516,83463,82897,310082,0.5347
15,0,208776,84845,84123,209498,0.8031
16,0,319892,85112,85112,319892,0.5321
17,0,197323,95788,81652,211459,0.7723
18,0,197010,98011,93421,201600,0.9268
19,0,517998,98512,98512,517998,0.3804
20,0,201244,98996,92604,207636,0.892
21,0,272458,105016,104999,272475,0.7707
22,0,481606,107675,107613,481668,0.4468
23,0,197622,107935,103800,201757,1.0
24,0,376693,111614,111612,376695,0.5926
25,0,396753,111967,111826,396894,0.5635
26,0,468116,120374,120373,468117,0.5143
27,0,245533,138460,138095,245898,1.0
28,0,328063,147383,144353,331093,0.872
29,0,470371,147861,147151,471081,0.6247
30,0,314853,150203,142836,322220,0.8866
31,0,430683,157326,157153,430856,0.7295
32,0,390320,158379,157785,390914,0.8073
33,0,623329,173764,173764,623329,0.5575
34,0,760365,224832,224580,760617,0.5905
35,0,41598,20466,18335,43729,0.8386
36,0,269239,34197,34197,269239,0.254
37,0,275967,44986,44627,276326,0.323
38,0,124122,46623,46614,124131,0.751
39,0,211350,51390,51059,211681,0.4824
40,0,392877,58948,58948,392877,0.3001
41,0,326128,71632,71632,326128,0.4393
42,0,351764,72110,72110,351764,0.41
43,0,192505,74298,74207,192596,0.7706
44,0,452739,79454,79454,452739,0.351
45,0,372753,83563,82317,373999,0.4402
46,0,293059,87678,86934,293803,0.5918
47,0,188194,89503,88895,188802,0.9417
48,0,342697,91161,91160,342698,0.532
49,0,292572,98447,97992,293027,0.6688
50,0,598232,104055,102792,599495,0.3429
51,0,582498,113630,113630,582498,0.3901
52,0,150488,118171,109976,158683,1.0
53,0,189782,125934,118877,196839,1.0
54,0,434740,130763,130640,434863,0.6008
55,0,278254,140799,139973,279080,1.0
56,0,491531,146440,146439,491532,0.5958
57,0,473170,153071,152138,474103,0.6418
58,0,297003,157089,156210,297882,1.0
59,0,276328,157414,150332,283410,1.0
60,0,247345,161243,157086,251502,1.0
61,0,483245,168343,168284,483304,0.6964
62,0,484506,173462,173462,484506,0.716
63,0,527435,186129,186129,527435,0.7058
64,0,523725,192199,192199,523725,0.734
65,0,363522,216245,213441,366326,1.0
66,0,738243,220576,220575,738244,0.5976
67,0,558406,237250,237250,558406,0.8497
