batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,746953,157749,157749,746953,0.4224
2,0,941326,162397,162397,941326,0.345
3,0,427565,169918,165762,431721,0.7679
4,0,1184250,200621,200621,1184250,0.3388
5,0,3205,12470,3161,12514,0.5052
6,0,242645,42636,42636,242645,0.3514
7,0,318862,46230,46230,318862,0.29
8,0,578117,51782,51782,578117,0.1791
9,0,416799,59342,59342,416799,0.2848
10,0,633824,77740,77740,633824,0.2453
11,0,485279,78549,78549,485279,0.3237
12,0,474135,78584,78523,474196,0.3312
13,0,376559,79080,79080,376559,0.42
14,0,521350,83463,83463,521350,0.3202
15,0,321463,84845,84844,321464,0.5279
16,0,616582,85112,85112,616582,0.2761
17,0,284947,95788,82789,297946,0.5557
18,0,282015,98011,97368,282658,0.6889
19,0,900173,98512,98512,900173,0.2189
20,0,344549,98996,98127,345418,0.5682
21,0,389874,105016,105016,389874,0.5387
22,0,705753,107675,107675,705753,0.3051
23,0,303512,107935,107096,304351,0.7038
24,0,568389,111614,111614,568389,0.3927
25,0,417462,111967,111967,417462,0.5364
26,0,897453,120374,120374,897453,0.2683
27,0,422719,138460,138460,422719,0.6551
28,0,432155,147383,146280,433258,0.6753
29,0,742285,147861,147861,742285,0.3984
30,0,473143,150203,144215,479131,0.602
31,0,789418,157326,157326,789418,0.3986
32,0,771116,158379,158379,771116,0.4108
33,0,966404,173764,173764,966404,0.3596
34,0,1326398,224832,224822,1326408,0.339
35,0,68181,20466,20466,68181,0.6003
36,0,474926,34197,34197,474926,0.144
37,0,574431,44986,44986,574431,0.1566
38,0,256816,46623,46623,256816,0.3631
39,0,314018,51390,51387,314021,0.3273
40,0,677392,58948,58948,677392,0.174
41,0,639388,71632,71632,639388,0.2241
42,0,604406,72110,72110,604406,0.2386
43,0,356567,74298,74298,356567,0.4167
44,0,713911,79454,79454,713911,0.2226
45,0,612443,83563,83471,612535,0.2725
46,0,556529,87678,87665,556542,0.315
47,0,398642,89503,89503,398642,0.449
48,0,560415,91161,91161,560415,0.3253
49,0,563345,98447,98447,563345,0.3495
50,0,724185,104055,103995,724245,0.2872
51,0,910855,113630,113630,910855,0.2495
52,0,203716,118171,115103,206784,1.0
53,0,250942,125934,121732,255144,0.9542
54,0,851783,130763,130763,851783,0.307
55,0,499657,140799,140799,499657,0.5636
56,0,933259,146440,146440,933259,0.3138
57,0,872025,153071,153071,872025,0.3511
58,0,506954,157089,157045,506998,0.6195
59,0,439315,157414,150037,446692,0.6718
60,0,366961,161243,160533,367671,0.8732
61,0,956698,168343,168343,956698,0.3519
62,0,879328,173462,173462,879328,0.3945
63,0,847559,186129,186129,847559,0.4392
64,0,896710,192199,192199,896710,0.4287
65,0,721013,216245,216232,721026,0.5998
66,0,1098608,220576,220576,1098608,0.4016
67,0,941026,237250,237250,941026,0.5042
