Round,Train Loss,Dice WT
-1,0.9575489349663258,0.2188
-1,0.9542424519360067,0.2349
-1,0.9522886806726454,0.4549
-1,0.9499078686535357,0.3471
-1,0.9460263995826244,0.2407
-1,0.9392943161725998,0.2114
-1,0.9279681491851808,0.2805
-1,0.9124670293927192,0.2097
-1,0.8912793526053427,0.2681
-1,0.8608284963667392,0.1706
-1,0.8200651663541793,0.4631
-1,0.7609987004101276,0.5489
-1,0.6823783099651337,0.859
-1,0.5868618753552437,0.8384
-1,0.47367272675037386,0.963
-1,0.37167926266789436,0.9002
-1,0.286299555003643,0.9176
-1,0.22706933036446575,0.901
-1,0.186999674141407,0.9042
-1,0.15887112051248548,0.9
-1,0.1389220328629017,0.9253
-1,0.13370356634259223,0.9754
-1,0.118478574603796,0.9925
-1,0.1091035620868206,0.9636
-1,0.10665763601660727,0.9534
