Round,Train Loss,Dice WT
-1,0.991597967594862,0.077
-1,0.9909850993752478,0.016
-1,0.9906595134735108,0.1333
-1,0.9901694303750992,0.1024
-1,0.9893841284513474,0.1022
-1,0.9879652793705465,0.1928
-1,0.9857785145938396,0.109
-1,0.9825467947125436,0.111
-1,0.9778807091712952,0.0419
-1,0.9713119213283063,0.0319
-1,0.9616848434507848,0.1912
-1,0.946943019479513,0.2123
-1,0.9241140295565129,0.2396
-1,0.888470329940319,0.3405
-1,0.8334419631958008,0.6051
-1,0.751301175802946,0.7598
-1,0.6514910627901556,0.7122
-1,0.5535429930686951,0.8617
-1,0.47022825300693516,0.8958
-1,0.39346100732684136,0.8697
-1,0.33490519627928733,0.9329
-1,0.2887186428904533,0.9459
-1,0.25623725369572636,0.9623
-1,0.2292461510002613,0.9013
-1,0.21104319393634796,0.886
