batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,343283,157749,157664,343368,0.9183
2,0,315266,162397,162166,315497,1.0
3,0,143138,169918,120622,192434,1.0
4,0,532901,200621,200614,532908,0.7529
5,0,4444,12470,4420,12494,0.7075
6,0,78199,42636,39988,80847,0.9892
7,0,108508,46230,45971,108767,0.8453
8,0,87044,51782,46664,92162,1.0
9,0,68839,59342,50159,78022,1.0
10,0,185802,77740,77479,186063,0.8328
11,0,155958,78549,78369,156138,1.0
12,0,153664,78584,78497,153751,1.0
13,0,135391,79080,67801,146670,0.9245
14,0,139183,83463,79073,143573,1.0
15,0,115793,84845,79930,120708,1.0
16,0,208073,85112,85112,208073,0.8181
17,0,82825,95788,60018,118595,1.0
18,0,141537,98011,87233,152315,1.0
19,0,334850,98512,98512,334850,0.5884
20,0,148262,98996,89904,157354,1.0
21,0,167459,105016,105007,167468,1.0
22,0,266097,107675,107462,266310,0.807
23,0,114972,107935,83594,139313,1.0
24,0,189916,111614,110718,190812,1.0
25,0,160858,111967,110312,162513,1.0
26,0,396052,120374,120374,396052,0.6079
27,0,164950,138460,126056,177354,1.0
28,0,152862,147383,113053,187192,1.0
29,0,216585,147861,134712,229734,1.0
30,0,120012,150203,109129,161086,1.0
31,0,346969,157326,156954,347341,0.9037
32,0,265568,158379,151241,272706,1.0
33,0,388953,173764,173744,388973,0.8933
34,0,502543,224832,222608,504767,0.882
35,0,49474,20466,20445,49495,0.8261
36,0,150876,34197,34197,150876,0.4533
37,0,213338,44986,44729,213595,0.4188
38,0,88395,46623,45874,89144,1.0
39,0,105890,51390,50621,106659,0.9492
40,0,290734,58948,58948,290734,0.4055
41,0,281748,71632,71632,281748,0.5085
42,0,224142,72110,72110,224142,0.6434
43,0,120793,74298,73346,121745,1.0
44,0,189543,79454,79454,189543,0.8384
45,0,166756,83563,79699,170620,0.9342
46,0,229328,87678,87339,229667,0.7606
47,0,157606,89503,89049,158060,1.0
48,0,222219,91161,91100,222280,0.8197
49,0,181025,98447,98259,181213,1.0
50,0,209066,104055,101331,211790,0.9569
51,0,356046,113630,113630,356046,0.6383
52,0,79803,118171,74090,123884,1.0
53,0,116345,125934,88858,153421,1.0
54,0,390463,130763,130547,390679,0.6683
55,0,202881,140799,133694,209986,1.0
56,0,393197,146440,146391,393246,0.7445
57,0,404243,153071,152940,404374,0.7564
58,0,174158,157089,140526,190721,1.0
59,0,152310,157414,109786,199938,1.0
60,0,191449,161243,149236,203456,1.0
61,0,473002,168343,168343,473002,0.7118
62,0,385484,173462,173438,385508,0.8998
63,0,396644,186129,186113,396660,0.9384
64,0,350720,192199,191731,351188,1.0
65,0,266989,216245,199173,284061,1.0
66,0,459809,220576,220274,460111,0.9575
67,0,450084,237250,236514,450820,1.0
