batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,164386,157749,151249,170886,1.0
2,0,177128,162397,157346,182179,1.0
3,0,93846,169918,91216,172548,1.0
4,0,237014,200621,197564,240071,1.0
5,0,1061,12470,1061,12470,0.1702
6,0,46167,42636,39775,49028,1.0
7,0,53663,46230,45070,54823,1.0
8,0,60864,51782,51368,61278,1.0
9,0,74048,59342,57921,75469,1.0
10,0,90198,77740,76661,91277,1.0
11,0,91842,78549,77376,93015,1.0
12,0,83929,78584,75400,87113,1.0
13,0,74370,79080,64343,89107,1.0
14,0,98827,83463,81591,100699,1.0
15,0,94530,84845,81911,97464,1.0
16,0,96283,85112,84418,96977,1.0
17,0,64677,95788,59969,100496,1.0
18,0,106767,98011,91529,113249,1.0
19,0,227792,98512,98462,227842,0.8643
20,0,108661,98996,93591,114066,1.0
21,0,120810,105016,104497,121329,1.0
22,0,128604,107675,106394,129885,1.0
23,0,115103,107935,100659,122379,1.0
24,0,132473,111614,110801,133286,1.0
25,0,132013,111967,110686,133294,1.0
26,0,157797,120374,118965,159206,1.0
27,0,158190,138460,133405,163245,1.0
28,0,145107,147383,123303,169187,1.0
29,0,163388,147861,141595,169654,1.0
30,0,107947,150203,105625,152525,1.0
31,0,175220,157326,150286,182260,1.0
32,0,172123,158379,154181,176321,1.0
33,0,223224,173764,172896,224092,1.0
34,0,267776,224832,221324,271284,1.0
35,0,28040,20466,19757,28749,1.0
36,0,44288,34197,33991,44494,1.0
37,0,55680,44986,43472,57194,1.0
38,0,55063,46623,46468,55218,1.0
39,0,58137,51390,49299,60228,1.0
40,0,82409,58948,58902,82455,1.0
41,0,89942,71632,71453,90121,1.0
42,0,92729,72110,71967,92872,1.0
43,0,90171,74298,72728,91741,1.0
44,0,91768,79454,78650,92572,1.0
45,0,82949,83563,76497,90015,1.0
46,0,106955,87678,85791,108842,1.0
47,0,104104,89503,88046,105561,1.0
48,0,104610,91161,90634,105137,1.0
49,0,108933,98447,96257,111123,1.0
50,0,138506,104055,99990,142571,1.0
51,0,136699,113630,113269,137060,1.0
52,0,99751,118171,98529,119393,1.0
53,0,132026,125934,114521,143439,1.0
54,0,158242,130763,128176,160829,1.0
55,0,156546,140799,137309,160036,1.0
56,0,163580,146440,143695,166325,1.0
57,0,198547,153071,152029,199589,1.0
58,0,165944,157089,150969,172064,1.0
59,0,141157,157414,130012,168559,1.0
60,0,164257,161243,151659,173841,1.0
61,0,198896,168343,166669,200570,1.0
62,0,190597,173462,168239,195820,1.0
63,0,208397,186129,183094,211432,1.0
64,0,218670,192199,190336,220533,1.0
65,0,216595,216245,202086,230754,1.0
66,0,281757,220576,219897,282436,1.0
67,0,259553,237250,228269,268534,1.0
