Round,Train Loss,Dice WT
-1,0.9890212883055209,0.1057
-1,0.988284707069397,0.1567
-1,0.9878488197922707,0.1461
-1,0.987334493547678,0.0956
-1,0.9866151773929597,0.0692
-1,0.9856568288803101,0.0619
-1,0.9844896970689296,0.0616
-1,0.9830257607996463,0.0531
-1,0.9811930549144744,0.0672
-1,0.97905092805624,0.0568
-1,0.9763545122742654,0.0685
-1,0.9730343031883241,0.0535
-1,0.9689585043489932,0.0138
-1,0.9638302481174469,0.1727
-1,0.9573123370110987,0.1376
-1,0.9496757651865482,0.2776
-1,0.9390938188135625,0.2966
-1,0.9253735288977623,0.2216
-1,0.9090561582148075,0.349
-1,0.8856422498822212,0.5036
-1,0.8581035451591015,0.7278
-1,0.8245948365330695,0.5916
-1,0.784400496184826,0.813
-1,0.7406843473017216,0.655
-1,0.6943087495863437,0.7714
