Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SH,0.6,-,154016352,165119527,0.9327567401993493
-1,SH,0.6,-,154016352,159664450,0.9646251954981531
-1,SH,0.6,-,154016352,161819098,0.9517810560840633
-1,SH,0.6,-,154016352,163901883,0.9396862828538065
-1,SH,0.6,-,154016352,163788077,0.9403392115685373
-1,SH,0.6,-,154016352,158582816,0.9712045431702723
-1,SH,0.6,-,154016352,162253183,0.9492347005384096
-1,SH,0.6,-,154016352,163470451,0.9421663105338409
-1,SH,0.6,-,154016352,160178244,0.9615310254853803
-1,SH,0.6,-,154016352,160917713,0.9571124817883857
-1,SH,0.6,-,154016352,161534206,0.9534596767156301
-1,SH,0.6,-,154016352,160932319,0.9570256143532015
-1,SH,0.6,-,154016352,161309376,0.9547885914336408
-1,SH,0.6,-,154016352,162281588,0.9490685489460681
-1,SH,0.6,-,154016352,162040057,0.9504831998850299
-1,SH,0.6,-,154016352,163113713,0.9442268741217044
-1,SH,0.6,-,154016352,162325385,0.9488124837187829
-1,SH,0.6,-,154016352,163529033,0.9418287907901254
-1,SH,0.6,-,154016352,161245423,0.9551672793158179
-1,SH,0.6,-,154016352,162388199,0.9484454681535754
-1,SH,0.6,-,154016352,163359121,0.9428083980454742
-1,SH,0.6,-,154016352,162740353,0.9463931261055627
-1,SH,0.6,-,154016352,164069891,0.9387240454394873
-1,SH,0.6,-,154016352,161255816,0.9551057128059047
-1,SH,0.6,-,154016352,163256360,0.9434018462932583
