batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,1534468,157749,157749,1534468,0.2056
2,0,1773532,162397,162397,1773532,0.1831
3,0,1111200,169918,169918,1111200,0.3058
4,0,1993089,200621,200621,1993089,0.2013
5,0,2476,12470,2443,12503,0.3908
6,0,735652,42636,42636,735652,0.1159
7,0,803927,46230,46230,803927,0.115
8,0,1167640,51782,51782,1167640,0.0887
9,0,1121001,59342,59342,1121001,0.1059
10,0,1699845,77740,77740,1699845,0.0915
11,0,1766531,78549,78549,1766531,0.0889
12,0,1036765,78584,78527,1036822,0.1515
13,0,952996,79080,79080,952996,0.166
14,0,1415197,83463,83463,1415197,0.118
15,0,958455,84845,84844,958456,0.177
16,0,1274147,85112,85112,1274147,0.1336
17,0,738438,95788,94013,740213,0.254
18,0,904309,98011,98011,904309,0.2168
19,0,1776344,98512,98512,1776344,0.1109
20,0,897164,98996,98993,897167,0.2207
21,0,1158978,105016,105016,1158978,0.1812
22,0,1529769,107675,107675,1529769,0.1408
23,0,910562,107935,107935,910562,0.2371
24,0,1286023,111614,111614,1286023,0.1736
25,0,1253304,111967,111967,1253304,0.1787
26,0,1632550,120374,120374,1632550,0.1475
27,0,1128281,138460,138460,1128281,0.2454
28,0,1157011,147383,147383,1157011,0.2548
29,0,1747129,147861,147861,1747129,0.1693
30,0,1151446,150203,150186,1151463,0.2609
31,0,1586298,157326,157326,1586298,0.1984
32,0,1507502,158379,158379,1507502,0.2101
33,0,1941103,173764,173764,1941103,0.179
34,0,2529517,224832,224832,2529517,0.1778
35,0,295704,20466,20466,295704,0.1384
36,0,982497,34197,34197,982497,0.0696
37,0,1150454,44986,44986,1150454,0.0782
38,0,708441,46623,46623,708441,0.1316
39,0,827467,51390,51390,827467,0.1242
40,0,1299654,58948,58948,1299654,0.0907
41,0,1227855,71632,71632,1227855,0.1167
42,0,1189598,72110,72110,1189598,0.1212
43,0,911359,74298,74298,911359,0.163
44,0,1377540,79454,79454,1377540,0.1154
45,0,1210142,83563,83563,1210142,0.1381
46,0,1134867,87678,87678,1134867,0.1545
47,0,1013378,89503,89503,1013378,0.1766
48,0,1240034,91161,91161,1240034,0.147
49,0,1209394,98447,98447,1209394,0.1628
50,0,1887327,104055,104055,1887327,0.1103
51,0,1637487,113630,113630,1637487,0.1388
52,0,664529,118171,118171,664529,0.3557
53,0,922385,125934,125934,922385,0.2731
54,0,1592776,130763,130763,1592776,0.1642
55,0,1224402,140799,140799,1224402,0.23
56,0,1677145,146440,146440,1677145,0.1746
57,0,1687504,153071,153071,1687504,0.1814
58,0,1199063,157089,157089,1199063,0.262
59,0,1091904,157414,157414,1091904,0.2883
60,0,991789,161243,161243,991789,0.3252
61,0,1752740,168343,168343,1752740,0.1921
62,0,1629641,173462,173462,1629641,0.2129
63,0,1623343,186129,186129,1623343,0.2293
64,0,1684265,192199,192199,1684265,0.2282
65,0,1499226,216245,216245,1499226,0.2885
66,0,2036754,220576,220576,2036754,0.2166
67,0,1823068,237250,237250,1823068,0.2603
