batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,946001,157749,157749,946001,0.3335
2,0,1108922,162397,162397,1108922,0.2929
3,0,628744,169918,169872,628790,0.5403
4,0,1323954,200621,200621,1323954,0.3031
5,0,4279,12470,4257,12492,0.6816
6,0,355323,42636,42636,355323,0.24
7,0,416320,46230,46230,416320,0.2221
8,0,694023,51782,51782,694023,0.1492
9,0,579178,59342,59342,579178,0.2049
10,0,1026833,77740,77740,1026833,0.1514
11,0,794431,78549,78549,794431,0.1977
12,0,603131,78584,78523,603192,0.2604
13,0,488790,79080,79080,488790,0.3236
14,0,755508,83463,83463,755508,0.2209
15,0,468551,84845,84844,468552,0.3622
16,0,767928,85112,85112,767928,0.2217
17,0,387959,95788,87204,396543,0.4398
18,0,436208,98011,97999,436220,0.4493
19,0,1153592,98512,98512,1153592,0.1708
20,0,455708,98996,98993,455711,0.4345
21,0,584047,105016,105016,584047,0.3596
22,0,907018,107675,107675,907018,0.2374
23,0,423820,107935,107935,423820,0.5093
24,0,746741,111614,111614,746741,0.2989
25,0,623042,111967,111967,623042,0.3594
26,0,1051975,120374,120374,1051975,0.2289
27,0,603821,138460,138460,603821,0.4586
28,0,634148,147383,147383,634148,0.4648
29,0,1051048,147861,147861,1051048,0.2814
30,0,678271,150203,149686,678788,0.441
31,0,955619,157326,157326,955619,0.3293
32,0,902598,158379,158379,902598,0.3509
33,0,1217137,173764,173764,1217137,0.2855
34,0,1617637,224832,224831,1617638,0.278
35,0,137772,20466,20466,137772,0.2971
36,0,558975,34197,34197,558975,0.1224
37,0,685542,44986,44986,685542,0.1312
38,0,390802,46623,46623,390802,0.2386
39,0,415268,51390,51390,415268,0.2475
40,0,778807,58948,58948,778807,0.1514
41,0,741223,71632,71632,741223,0.1933
42,0,681525,72110,72110,681525,0.2116
43,0,491227,74298,74298,491227,0.3025
44,0,814179,79454,79454,814179,0.1952
45,0,772456,83563,83563,772456,0.2164
46,0,682140,87678,87641,682177,0.2569
47,0,536489,89503,89503,536489,0.3337
48,0,743822,91161,91161,743822,0.2451
49,0,695367,98447,98447,695367,0.2832
50,0,1078736,104055,104055,1078736,0.1929
51,0,1064339,113630,113630,1064339,0.2135
52,0,299324,118171,118152,299343,0.7894
53,0,542596,125934,125851,542679,0.4638
54,0,976404,130763,130763,976404,0.2678
55,0,689032,140799,140799,689032,0.4087
56,0,1058379,146440,146440,1058379,0.2767
57,0,1020520,153071,153071,1020520,0.3
58,0,659766,157089,157089,659766,0.4762
59,0,630045,157414,157332,630127,0.4994
60,0,540306,161243,161164,540385,0.5965
61,0,1081876,168343,168343,1081876,0.3112
62,0,1007783,173462,173462,1007783,0.3442
63,0,973579,186129,186129,973579,0.3824
64,0,1033042,192199,192199,1033042,0.3721
65,0,888450,216245,216245,888450,0.4868
66,0,1261546,220576,220576,1261546,0.3497
67,0,1101257,237250,237250,1101257,0.4309
