batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,10437402,157749,157749,10437402,0.0302
2,0,10424763,162397,162397,10424763,0.0312
3,0,10414226,169918,169918,10414226,0.0326
4,0,10425699,200621,200621,10425699,0.0385
5,0,10404530,12470,12470,10404530,0.0024
6,0,10421908,42636,42636,10421908,0.0082
7,0,10407122,46230,46230,10407122,0.0089
8,0,10408261,51782,51782,10408261,0.01
9,0,10413698,59342,59342,10413698,0.0114
10,0,10437431,77740,77740,10437431,0.0149
11,0,10434385,78549,78549,10434385,0.0151
12,0,10428019,78584,78584,10428019,0.0151
13,0,10429200,79080,79080,10429200,0.0152
14,0,10431405,83463,83463,10431405,0.016
15,0,10431125,84845,84845,10431125,0.0163
16,0,10434293,85112,85112,10434293,0.0163
17,0,10407497,95788,95788,10407497,0.0184
18,0,10436176,98011,98011,10436176,0.0188
19,0,10415824,98512,98512,10415824,0.0189
20,0,10431855,98996,98996,10431855,0.019
21,0,10426719,105016,105016,10426719,0.0201
22,0,10434326,107675,107675,10434326,0.0206
23,0,10425227,107935,107935,10425227,0.0207
24,0,10420062,111614,111614,10420062,0.0214
25,0,10431366,111967,111967,10431366,0.0215
26,0,10424162,120374,120374,10424162,0.0231
27,0,10409530,138460,138460,10409530,0.0266
28,0,10430581,147383,147383,10430581,0.0283
29,0,10426050,147861,147861,10426050,0.0284
30,0,10432143,150203,150203,10432143,0.0288
31,0,10424135,157326,157326,10424135,0.0302
32,0,10414828,158379,158379,10414828,0.0304
33,0,10427009,173764,173764,10427009,0.0333
34,0,10440427,224832,224832,10440427,0.0431
35,0,10391651,20466,20466,10391651,0.0039
36,0,10414055,34197,34197,10414055,0.0066
37,0,10425849,44986,44986,10425849,0.0086
38,0,10403503,46623,46623,10403503,0.009
39,0,10419002,51390,51390,10419002,0.0099
40,0,10418886,58948,58948,10418886,0.0113
41,0,10405726,71632,71632,10405726,0.0138
42,0,10411338,72110,72110,10411338,0.0139
43,0,10407857,74298,74298,10407857,0.0143
44,0,10423715,79454,79454,10423715,0.0152
45,0,10406718,83563,83563,10406718,0.0161
46,0,10425703,87678,87678,10425703,0.0168
47,0,10412474,89503,89503,10412474,0.0172
48,0,10416210,91161,91161,10416210,0.0175
49,0,10425795,98447,98447,10425795,0.0189
50,0,10435008,104055,104055,10435008,0.0199
51,0,10427553,113630,113630,10427553,0.0218
52,0,10398533,118171,118171,10398533,0.0227
53,0,10415086,125934,125934,10415086,0.0242
54,0,10424067,130763,130763,10424067,0.0251
55,0,10418336,140799,140799,10418336,0.027
56,0,10422202,146440,146440,10422202,0.0281
57,0,10430349,153071,153071,10430349,0.0294
58,0,10425042,157089,157089,10425042,0.0301
59,0,10418823,157414,157414,10418823,0.0302
60,0,10412263,161243,161243,10412263,0.031
61,0,10430425,168343,168343,10430425,0.0323
62,0,10431167,173462,173462,10431167,0.0333
63,0,10418906,186129,186129,10418906,0.0357
64,0,10417803,192199,192199,10417803,0.0369
65,0,10416976,216245,216245,10416976,0.0415
66,0,10431057,220576,220576,10431057,0.0423
67,0,10427978,237250,237250,10427978,0.0455
