batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,812093,157749,157682,812160,0.3883
2,0,694524,162397,162394,694527,0.4676
3,0,699561,169918,169823,699656,0.4854
4,0,719992,200621,200524,720089,0.5569
5,0,420690,12470,12470,420690,0.0593
6,0,583129,42636,42630,583135,0.1462
7,0,384270,46230,46230,384270,0.2406
8,0,671775,51782,51782,671775,0.1542
9,0,509668,59342,59325,509685,0.2328
10,0,956312,77740,77731,956321,0.1626
11,0,867752,78549,78539,867762,0.181
12,0,687953,78584,78579,687958,0.2284
13,0,671686,79080,78011,672755,0.2319
14,0,721299,83463,83411,721351,0.2313
15,0,622491,84845,84829,622507,0.2725
16,0,757044,85112,85112,757044,0.2249
17,0,513905,95788,95188,514505,0.37
18,0,777776,98011,97496,778291,0.2505
19,0,522487,98512,98512,522487,0.3771
20,0,590263,98996,98866,590393,0.3349
21,0,678747,105016,105016,678747,0.3094
22,0,881413,107675,107664,881424,0.2443
23,0,591701,107935,107847,591789,0.3645
24,0,606132,111614,111612,606134,0.3683
25,0,820270,111967,111960,820277,0.273
26,0,620156,120374,120359,620171,0.3881
27,0,416449,138460,138460,416449,0.665
28,0,776972,147383,146381,777974,0.3763
29,0,736669,147861,147677,736853,0.4008
30,0,731923,150203,150093,732033,0.4101
31,0,753832,157326,157049,754109,0.4165
32,0,618424,158379,158239,618564,0.5116
33,0,657548,173764,173762,657550,0.5285
34,0,957378,224832,224441,957769,0.4687
35,0,411485,20466,20463,411488,0.0995
36,0,504742,34197,34197,504742,0.1355
37,0,564677,44986,44839,564824,0.1588
38,0,385888,46623,46623,385888,0.2416
39,0,507125,51390,51385,507130,0.2027
40,0,570484,58948,58948,570484,0.2067
41,0,460466,71632,71632,460466,0.3111
42,0,524569,72110,72110,524569,0.2749
43,0,639721,74298,74256,639763,0.2321
44,0,601938,79454,79454,601938,0.264
45,0,581677,83563,83196,582044,0.2859
46,0,537532,87678,87663,537547,0.3262
47,0,483041,89503,89500,483044,0.3706
48,0,519224,91161,91161,519224,0.3511
49,0,646549,98447,98444,646552,0.3045
50,0,853341,104055,101897,855499,0.2382
51,0,668225,113630,113630,668225,0.3401
52,0,437324,118171,117392,438103,0.5359
53,0,767452,125934,124034,769352,0.3224
54,0,641758,130763,130587,641934,0.4069
55,0,539605,140799,140762,539642,0.5217
56,0,535773,146440,146180,536033,0.5454
57,0,681413,153071,153068,681416,0.4493
58,0,665022,157089,157081,665030,0.4724
59,0,680081,157414,155653,681842,0.4566
60,0,657295,161243,161102,657436,0.4901
61,0,659187,168343,168337,659193,0.5107
62,0,702825,173462,173452,702835,0.4936
63,0,612054,186129,186040,612143,0.6078
64,0,537549,192199,192181,537567,0.715
65,0,531464,216245,215612,532097,0.8104
66,0,692568,220576,220571,692573,0.637
67,0,638076,237250,237036,638290,0.7427
