Sample,Dice,HD95
0_0,0.8601,87.9886
1_0,1.0000,60.5702
2_0,1.0000,65.7343
3_0,0.7357,44.4522
4_0,0.0547,74.9200
5_0,0.9371,60.5970
6_0,0.0711,83.2406
7_0,0.4466,64.3273
8_0,1.0000,59.6984
9_0,0.8132,52.6973
10_0,1.0000,53.1140
11_0,1.0000,91.7483
12_0,0.8719,77.0065
13_0,0.6453,69.8355
14_0,0.6633,73.9256
15_0,0.3590,82.6136
16_0,0.7129,61.8470
17_0,0.4003,59.6733
18_0,1.0000,73.7560
19_0,0.5765,75.5381
20_0,0.5796,74.2294
21_0,0.1873,77.5693
22_0,0.0954,96.4002
23_0,0.2999,81.7680
24_0,0.0069,64.0664
25_0,0.0962,112.2840
26_0,0.6733,76.0526
27_0,1.0000,94.3875
28_0,0.0323,90.2103
29_0,0.8875,59.6070
30_0,0.6504,66.4906
31_0,0.3784,94.0728
32_0,1.0000,61.9899
33_0,0.8778,64.7418
34_0,0.2928,72.9246
35_0,0.5266,56.2939
36_0,0.4344,69.8896
37_0,0.1930,95.7622
38_0,1.0000,87.0689
Average,0.5990,73.5665
