Round,Train Loss,Dice WT
-1,0.96487574700047,0.2393
-1,0.9490751337186962,0.2767
-1,0.8829543868992843,0.5619
-1,0.7030260918479339,0.9454
-1,0.4147147706326317,0.9722
-1,0.2354994833469391,0.9572
-1,0.16729242836727817,0.9457
-1,0.138153932696464,0.9584
-1,0.1307658539975391,0.9785
-1,0.11936972301964668,0.9754
-1,0.1149398411898052,0.978
-1,0.11267889425450679,0.9546
-1,0.11202549750314039,0.9814
-1,0.10698414775086384,0.9808
-1,0.10933139359249788,0.9423
-1,0.10702699656580009,0.987
-1,0.10438990081642188,0.9818
-1,0.10603938739673764,0.9808
-1,0.10394407744501151,0.9867
-1,0.10574017733919856,0.9763
-1,0.09981443145695855,0.9645
-1,0.10155315022258198,0.979
-1,0.10101554691791534,0.9874
-1,0.10001019189755123,0.9884
-1,0.10332399019423652,0.9818
