Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,64,154016352,123208118,1.250050357883074
-1,KH,0,64,154016352,123101685,1.251131144143153
-1,KH,0,64,154016352,122730936,1.2549105956463984
-1,KH,0,64,154016352,122590525,1.2563479273785638
-1,KH,0,64,154016352,122413651,1.2581632092649537
-1,KH,0,64,154016352,122308904,1.2592407172580011
-1,KH,0,64,154016352,122156718,1.2608095119254923
-1,KH,0,64,154016352,122030597,1.2621125831253617
-1,KH,0,64,154016352,122062938,1.2617781820064007
-1,KH,0,64,154016352,122049319,1.261918978835105
-1,KH,0,64,154016352,122112045,1.2612707616189704
-1,KH,0,64,154016352,122122401,1.2611638056477452
-1,KH,0,64,154016352,122009010,1.2623358881446543
-1,KH,0,64,154016352,122082479,1.2615762168459899
-1,KH,0,64,154016352,122247471,1.2598735232731317
-1,KH,0,64,154016352,122233848,1.260013936565263
-1,KH,0,64,154016352,122264028,1.2597029111457052
-1,KH,0,64,154016352,122235108,1.2600009483363814
-1,KH,0,64,154016352,122229996,1.2600536450970676
-1,KH,0,64,154016352,122209701,1.2602628984420803
-1,KH,0,64,154016352,122226684,1.260087789013404
-1,KH,0,64,154016352,122266687,1.2596755157028177
-1,KH,0,64,154016352,122206689,1.2602939598502665
-1,KH,0,64,154016352,122211973,1.2602394693357908
-1,KH,0,64,154016352,122326917,1.2590552903413728
