batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,128695,157749,117915,168529,1.0
2,0,188059,162397,152147,198309,1.0
3,0,40627,169918,37872,172673,0.4387
4,0,387940,200621,200112,388449,1.0
5,0,2087,12470,2042,12515,0.3263
6,0,35277,42636,28292,49621,1.0
7,0,57259,46230,44109,59380,1.0
8,0,14268,51782,12936,53114,0.4871
9,0,20408,59342,17623,62127,0.5673
10,0,96798,77740,74321,100217,1.0
11,0,31009,78549,25839,83719,0.6173
12,0,52727,78584,49797,81514,1.0
13,0,39067,79080,30779,87368,0.7046
14,0,4328,83463,2997,84794,0.0707
15,0,25297,84845,19973,90169,0.443
16,0,119305,85112,84743,119674,1.0
17,0,10480,95788,10141,96127,0.211
18,0,42114,98011,36544,103581,0.7056
19,0,297371,98512,98324,297559,0.6609
20,0,52383,98996,41948,109431,0.7667
21,0,39960,105016,32020,112956,0.5669
22,0,124788,107675,98737,133726,1.0
23,0,14283,107935,11872,110346,0.2152
24,0,6230,111614,6038,111806,0.108
25,0,15474,111967,13510,113931,0.2372
26,0,307716,120374,120331,307759,0.782
27,0,16163,138460,14213,140410,0.2024
28,0,12518,147383,9352,150549,0.1242
29,0,47123,147861,40810,154174,0.5294
30,0,15773,150203,15766,150210,0.2099
31,0,192872,157326,145314,204884,1.0
32,0,142966,158379,106995,194350,1.0
33,0,272303,173764,167733,278334,1.0
34,0,170980,224832,139775,256037,1.0
35,0,32284,20466,18333,34417,1.0
36,0,81731,34197,34159,81769,0.8355
37,0,113847,44986,43212,115621,0.7475
38,0,51134,46623,42842,54915,1.0
39,0,45204,51390,39252,57342,1.0
40,0,180496,58948,58948,180496,0.6532
41,0,183319,71632,71630,183321,0.7815
42,0,119179,72110,71899,119390,1.0
43,0,34188,74298,30557,77929,0.7842
44,0,116326,79454,79265,116515,1.0
45,0,152047,83563,79852,155758,1.0
46,0,130410,87678,84121,133967,1.0
47,0,50269,89503,40768,99004,0.8236
48,0,78782,91161,66430,103513,1.0
49,0,73720,98447,65366,106801,1.0
50,0,34948,104055,28274,110729,0.5107
51,0,231338,113630,113589,231379,0.9818
52,0,2954,118171,2951,118174,0.0499
53,0,957,125934,953,125938,0.0151
54,0,177139,130763,121843,186059,1.0
55,0,10042,140799,9803,141038,0.139
56,0,345881,146440,144691,347630,0.8324
57,0,203305,153071,144744,211632,1.0
58,0,3728,157089,3292,157525,0.0418
59,0,16115,157414,14749,158780,0.1858
60,0,24897,161243,23163,162977,0.2842
61,0,292826,168343,167663,293506,1.0
62,0,178414,173462,131190,220686,1.0
63,0,92703,186129,88701,190131,0.9331
64,0,46039,192199,45219,193019,0.4685
65,0,108490,216245,102442,222293,0.9217
66,0,201134,220576,179773,241937,1.0
67,0,173064,237250,144048,266266,1.0
